,r,VaR,ES,hit
2011-12-31,0.008504505116476225,-0.12782098613630571,-0.1437455545560861,0
2012-01-31,0.04265204738880785,-0.12582922887327094,-0.1415176061935014,0
2012-02-29,0.039787331386417914,-0.12578074212080195,-0.14140448397769068,0
2012-03-31,0.030851535762571346,-0.1260764972473796,-0.14160997400713252,0
2012-04-30,-0.007525744796048625,-0.12525717385872215,-0.14064730659247512,0
2012-05-31,-0.06469925017046924,-0.12234280918356384,-0.13747735369377712,0
2012-06-30,0.038792661243837456,-0.12211810829366332,-0.1374229298384037,0
2012-07-31,0.012518948972710817,-0.1223511004668199,-0.13756839832612466,0
2012-08-31,0.019570602004381984,-0.12121661249944055,-0.13620260218747876,0
2012-09-30,0.02394705705020073,-0.11977915523123704,-0.13457483210761306,0
2012-10-31,-0.019987836058499683,-0.11808352212065912,-0.13269405412640334,0
2012-11-30,0.0028426587376603443,-0.11601495843690773,-0.13044260439752553,0
2012-12-31,0.007043447111457518,-0.11476240037433703,-0.1289383799351609,0
2013-01-31,0.049197760692578335,-0.11331121230003727,-0.1272769621504338,0
2013-02-28,0.010999881888155871,-0.11503264189364659,-0.12897992999064326,0
2013-03-31,0.03535536713008354,-0.11401654538292817,-0.1277442669979635,0
2013-04-30,0.01792416211692459,-0.11413315997591797,-0.12779065021653954,0
2013-05-31,0.02055017475157647,-0.1119523917016864,-0.12540059587138644,0
2013-06-30,-0.015112952997701294,-0.11083380325706674,-0.12412441205433733,0
2013-07-31,0.04827775787697368,-0.10943932079417852,-0.1224058540380943,0
2013-08-31,-0.03179826168331884,-0.11100320339698537,-0.12404264954983726,0
2013-09-30,0.029315544388002535,-0.10960044123359296,-0.12255755782440356,0
2013-10-31,0.043629977912082465,-0.10950627709534055,-0.1221971899737528,0
2013-11-30,0.027663279564206007,-0.10814512714067823,-0.12020004613475754,0
2013-12-31,0.02328951485450324,-0.10820394153661407,-0.12005036513088639,0
2014-01-31,-0.03623139652694681,-0.10755927342956448,-0.11929487925947126,0
2014-02-28,0.04221338215754876,-0.10702710517527886,-0.11858834177132632,0
2014-03-31,0.006908240422563322,-0.10781888671222514,-0.1191527481183741,0
2014-04-30,0.006181651028472133,-0.10403568883149872,-0.11505875390056809,0
2014-05-31,0.020812198017934665,-0.09985845220801297,-0.11053984274187897,0
2014-06-30,0.01887897875478642,-0.09803131508609404,-0.10855169036081933,0
2014-07-31,-0.015194720363435775,-0.09746616263510846,-0.10787896450155263,0
2014-08-31,0.03696366960697851,-0.09403078276271429,-0.10419934890994217,0
2014-09-30,-0.01563545834824645,-0.09428403511309569,-0.1044756134533722,0
2014-10-31,0.0229363944395255,-0.0922399791475197,-0.10228445574100753,0
2014-11-30,0.02423746941943873,-0.0922862288283015,-0.10224866026025764,0
