Date,pnl,VaR,ES,hit
2014-06-30,0.000508250000000001,-0.010965554166666667,-0.010965554166666667,0
2014-07-31,0.000886249999999998,-0.0109083125,-0.0109083125,0
2014-08-31,0.00623075,-0.0109176125,-0.0109176125,0
2014-09-30,-0.002505999999999999,-0.010965545833333333,-0.010965545833333333,0
2014-10-31,0.0037907499999999977,-0.010881416666666666,-0.010881416666666666,0
2014-11-30,0.003529500000000001,-0.011000029166666666,-0.011000029166666666,0
2014-12-31,0.0034619999999999985,-0.010979633333333332,-0.010979633333333332,0
2015-01-31,0.010207750000000002,-0.01063490416666667,-0.01063490416666667,0
2015-02-28,-0.004923499999999999,-0.01072526666666667,-0.01072526666666667,0
2015-03-31,0.004578499999999999,-0.010616404166666671,-0.010616404166666671,0
2015-04-30,-0.003856,-0.010707112500000006,-0.010707112500000006,0
2015-05-31,-0.003355999999999999,-0.010585525000000005,-0.010585525000000005,0
2015-06-30,-0.007813750000000003,-0.010274191666666672,-0.010274191666666672,0
2015-07-31,0.004394500000000001,-0.010162191666666672,-0.010162191666666672,0
2015-08-31,-0.0011254999999999985,-0.010241395833333338,-0.010241395833333338,0
2015-09-30,0.005360000000000002,-0.009983541666666672,-0.009983541666666672,0
2015-10-31,0.00017199999999999703,-0.010124962500000004,-0.010124962500000004,0
2015-11-30,-3.749999999999983e-05,-0.010239970833333339,-0.010239970833333339,0
2015-12-31,-0.0037462499999999987,-0.010300695833333338,-0.010300695833333338,0
2016-01-31,0.009784999999999999,-0.009277287500000002,-0.009277287500000002,0
2016-02-29,0.005410000000000001,-0.009501025000000001,-0.009501025000000001,0
2016-03-31,-0.0015355,-0.00960731666666667,-0.00960731666666667,0
2016-04-30,-0.002354,-0.009629295833333336,-0.009629295833333336,0
2016-05-31,0.0016775000000000008,-0.009535887500000003,-0.009535887500000003,0
2016-06-30,0.008778999999999999,-0.009476079166666668,-0.009476079166666668,0
2016-07-31,-1.1500000000000822e-05,-0.009645137500000001,-0.009645137500000001,0
2016-08-31,-0.0009799999999999995,-0.009500358333333335,-0.009500358333333335,0
2016-09-30,0.00014424999999999963,-0.009266970833333337,-0.009266970833333337,0
2016-10-31,-0.006681500000000001,-0.009138791666666668,-0.009138791666666668,0
2016-11-30,-0.0079235,-0.009124666666666668,-0.009124666666666668,0
2016-12-31,-0.0009162500000000008,-0.008968850000000002,-0.008968850000000002,0
2017-01-31,-0.0029552499999999987,-0.008825095833333336,-0.008825095833333336,0
2017-02-28,0.0024382500000000007,-0.008772091666666669,-0.008772091666666669,0
2017-03-31,-0.0019040000000000012,-0.008827283333333335,-0.008827283333333335,0
2017-04-30,0.0017395000000000015,-0.00883804166666667,-0.00883804166666667,0
2017-05-31,0.000954749999999997,-0.00879510416666667,-0.00879510416666667,0
2017-06-30,-0.0035367500000000004,-0.008641350000000003,-0.008641350000000003,0
2017-07-31,-0.00020649999999999683,-0.008670537500000002,-0.008670537500000002,0
2017-08-31,0.004589249999999999,-0.008568183333333335,-0.008568183333333335,0
2017-09-30,-0.00416275,-0.008688700000000002,-0.008688700000000002,0
2017-10-31,0.00012749999999999817,-0.008634529166666668,-0.008634529166666668,0
2017-11-30,-0.0007219999999999998,-0.008668537500000002,-0.008668537500000002,0
2017-12-31,-0.0006764999999999987,-0.008620812500000002,-0.008620812500000002,0
2018-01-31,-0.0061865,-0.00861695416666667,-0.00861695416666667,0
2018-02-28,-0.001556500000000001,-0.008635870833333335,-0.008635870833333335,0
2018-03-31,0.0030530000000000006,-0.00855831666666667,-0.00855831666666667,0
2018-04-30,-0.003448,-0.008589533333333335,-0.008589533333333335,0
2018-05-31,0.0036509999999999976,-0.008477887500000001,-0.008477887500000001,0
2018-06-30,2.3250000000000755e-05,-0.008093825,-0.008093825,0
2018-07-31,-0.002374249999999998,-0.008212766666666666,-0.008212766666666666,0
2018-08-31,0.002366749999999998,-0.008206116666666667,-0.008206116666666667,0
2018-09-30,-0.003961999999999998,-0.008318029166666666,-0.008318029166666666,0
2018-10-31,-0.0005945000000000023,-0.008199983333333334,-0.008199983333333334,0
2018-11-30,0.002672250000000001,-0.008155391666666666,-0.008155391666666666,0
2018-12-31,0.00518425,-0.008245579166666666,-0.008245579166666666,0
2019-01-31,0.0020107500000000013,-0.0084200875,-0.0084200875,0
2019-02-28,-0.0015897500000000005,-0.008327866666666666,-0.008327866666666666,0
2019-03-31,0.006855750000000001,-0.008294675,-0.008294675,0
2019-04-30,-0.002150500000000001,-0.008410179166666667,-0.008410179166666667,0
2019-05-31,0.007878500000000002,-0.0083442875,-0.0083442875,0
2019-06-30,0.003272999999999999,-0.008401304166666667,-0.008401304166666667,0
2019-07-31,0.005451192499999999,-0.008447383333333332,-0.008447383333333332,0
2019-08-31,0.010917455000000001,-0.008523465708333334,-0.008523465708333334,0
2019-09-30,-0.004167422500000001,-0.008601577458333334,-0.008601577458333334,0
2019-10-31,-0.0025602175,-0.008573887083333334,-0.008573887083333334,0
2019-11-30,-0.0018816249999999996,-0.008468037625,-0.008468037625,0
2019-12-31,-0.004623065000000001,-0.008377852208333333,-0.008377852208333333,0
2020-01-31,0.008589135000000001,-0.008243101125000001,-0.008243101125000001,0
2020-02-29,0.007053987499999999,-0.008216124208333333,-0.008216124208333333,0
2020-03-31,0.004033005,-0.008415749,-0.008415749,0
2020-04-30,0.0025388100000000003,-0.008406657416666666,-0.008406657416666666,0
2020-05-31,-0.0024564725000000005,-0.008513237583333333,-0.008513237583333333,0
2020-06-30,0.0005202149999999995,-0.008528229708333333,-0.008528229708333333,0
2020-07-31,0.002577267500000001,-0.008667129125,-0.008667129125,0
2020-08-31,-0.0049384375,-0.008636841916666667,-0.008636841916666667,0
2020-09-30,0.0016351099999999997,-0.008573292958333333,-0.008573292958333333,0
2020-10-31,-0.0008409250000000008,-0.008511211458333333,-0.008511211458333333,0
2020-11-30,-0.00041796249999999927,-0.008494329375,-0.008494329375,0
2020-12-31,-0.0010590150000000004,-0.008487988333333333,-0.008487988333333333,0
2021-01-31,-0.0028545949999999997,-0.008532775583333334,-0.008532775583333334,0
2021-02-28,-0.007344845000000001,-0.008322115666666666,-0.008322115666666666,0
2021-03-31,-0.0035694424999999997,-0.008109534916666666,-0.008109534916666666,0
2021-04-30,0.0006428124999999989,-0.008075635875,-0.008075635875,0
2021-05-31,0.00033680750000000055,-0.00812558275,-0.00812558275,0
2021-06-30,0.0026058675,-0.008103237875,-0.008103237875,0
2021-07-31,0.0052027125,-0.008000352333333334,-0.008000352333333334,0
2021-08-31,-0.001561239999999999,-0.008087255875,-0.008087255875,0
2021-09-30,-0.0043749075000000005,-0.008077568541666667,-0.008077568541666667,0
2021-10-31,-0.0002719325000000004,-0.00800224925,-0.00800224925,0
2021-11-30,0.0034052700000000015,-0.008109075375,-0.008109075375,0
2021-12-31,-0.0037439300000000016,-0.007719233208333335,-0.007719233208333335,0
2022-01-31,-0.005123902499999999,-0.007672105208333334,-0.007672105208333334,0
2022-02-28,-0.0024015175000000003,-0.007635961,-0.007635961,0
2022-03-31,-0.0109392925,-0.007555298208333334,-0.007555298208333334,1
2022-04-30,-0.012630087500000001,-0.0109991575,-0.0109991575,1
2022-05-31,-0.002797932499999998,-0.012450459375000002,-0.012450459375000002,0
2022-06-30,-0.0054703400000000015,-0.012387914666666668,-0.012387914666666668,0
2022-07-31,0.010877169999999999,-0.012355688166666668,-0.012355688166666668,0
2022-08-31,-0.014629620000000001,-0.012540416000000002,-0.012540416000000002,1
2022-09-30,-0.01395606,-0.014219634000000004,-0.014219634000000004,0
2022-10-31,-0.004678642500000002,-0.014056412166666667,-0.014056412166666667,0
2022-11-30,0.009268610000000002,-0.013976309791666669,-0.013976309791666669,0
2022-12-31,-0.011095935000000005,-0.014142819958333337,-0.014142819958333337,0
2023-01-31,0.007150450000000004,-0.013969162708333335,-0.013969162708333335,0
2023-02-28,-0.009805910000000001,-0.014191445208333335,-0.014191445208333335,0
2023-03-31,0.009497664999999999,-0.014053955041666668,-0.014053955041666668,0
2023-04-30,-0.00039581749999999905,-0.014161366125000003,-0.014161366125000003,0
2023-05-31,-0.0028895050000000005,-0.014212235833333337,-0.014212235833333337,0
2023-06-30,-0.0029798475000000005,-0.01410322741666667,-0.01410322741666667,0
2023-07-31,-0.002820259999999999,-0.014053175791666669,-0.014053175791666669,0
2023-08-31,-0.0015740075000000016,-0.01404574229166667,-0.01404574229166667,0
2023-09-30,-0.010218835000000006,-0.013980063000000003,-0.013980063000000003,0
2023-10-31,-0.003954422499999994,-0.013875782416666668,-0.013875782416666668,0
2023-11-30,0.011761277499999999,-0.013819783708333339,-0.013819783708333339,0
2023-12-31,0.011513607500000002,-0.013971267500000002,-0.013971267500000002,0
2024-01-31,-0.0027371275000000004,-0.014076756791666669,-0.014076756791666669,0
2024-02-29,-0.006391702500000002,-0.013997625500000001,-0.013997625500000001,0
2024-03-31,0.0016828225000000028,-0.013917592958333336,-0.013917592958333336,0
2024-04-30,-0.008971674999999998,-0.013831377500000002,-0.013831377500000002,0
2024-05-31,0.0010491849999999933,-0.013717691250000002,-0.013717691250000002,0
2024-06-30,0.003725642500000001,-0.013603869333333336,-0.013603869333333336,0
2024-07-31,0.0067234675000000035,-0.013611413375000003,-0.013611413375000003,0
2024-08-31,0.0019931975000000027,-0.013632617958333338,-0.013632617958333338,0
2024-09-30,0.0033963074999999957,-0.013483880333333339,-0.013483880333333339,0
2024-10-31,-0.007843722499999997,-0.013609942500000005,-0.013609942500000005,0
2024-11-30,0.004626857499999998,-0.013521884083333335,-0.013521884083333335,0
2024-12-31,-0.007630837499999996,-0.013630358791666668,-0.013630358791666668,0
2025-01-31,-0.0014820575000000045,-0.013580229250000003,-0.013580229250000003,0
2025-02-28,0.004077125000000001,-0.013412376041666669,-0.013412376041666669,0
2025-03-31,-0.0040955925,-0.013362761666666669,-0.013362761666666669,0
