Date,pnl,VaR,ES,mu,sig,nu,hit
2009-09-30,0.002541750000000002,-0.018047807077602715,-0.021404552256186232,0.0,0.005810988864664984,11.0,0
2009-10-31,-0.003325999999999999,-0.01805433072281419,-0.021412289246294198,0.0,0.005813089332024698,11.0,0
2009-11-30,0.004753249999999999,-0.018107880842291216,-0.021475799252010822,0.0,0.0058303312687677305,11.0,0
2009-12-31,-0.010204249999999998,-0.018181416575060737,-0.021563012032377663,0.0,0.005854008124489939,11.0,0
2010-01-31,0.004786000000000001,-0.01834356033561988,-0.021639761882544167,0.0,0.006005343783828879,12.0,0
2010-02-28,0.0016082499999999949,-0.01833612722477614,-0.021630993096890663,0.0,0.006002910320249113,12.0,0
2010-03-31,-0.0008639999999999979,-0.018437890864316048,-0.021806120340609914,0.0,0.005988509990318962,11.5,0
2010-04-30,0.00343925,-0.018380648136796848,-0.021738420525371057,0.0,0.005969917915545091,11.5,0
2010-05-31,0.015324,-0.01836838358377752,-0.02178475338250699,0.0,0.005914207305534004,11.0,0
2010-06-30,-0.0010937500000000014,-0.019282839173784733,-0.022869290267132802,0.0,0.006208641484041878,11.0,0
2010-07-31,-0.00035775000000000005,-0.019306834623686323,-0.022897748675354972,0.0,0.0062163674804236665,11.0,0
2010-08-31,0.01434575,-0.01940374480511836,-0.023084325457674384,0.0,0.0061878932206671814,10.5,0
2010-09-30,-0.0031252500000000017,-0.019987558418184264,-0.023705081553455305,0.0,0.006435545265997905,11.0,0
2010-10-31,-0.006728499999999998,-0.019985315482774324,-0.023702421450320175,0.0,0.006434823091130051,11.0,0
2010-11-30,-0.0036810000000000002,-0.019948578022769593,-0.02365885112185591,0.0,0.00642299445344096,11.0,0
2010-12-31,-0.009631750000000005,-0.02002205182830924,-0.023745990457032306,0.0,0.00644665136998487,11.0,0
2011-01-31,-0.0036392499999999928,-0.02005972999608415,-0.02366431448427542,0.0,0.006567186120534479,12.0,0
2011-02-28,-0.0009675000000000059,-0.020053107677813924,-0.023656502184598794,0.0,0.006565018095509293,12.0,0
2011-03-31,-0.002854249999999996,-0.02005965251304356,-0.023664223078107935,0.0,0.00656716075401415,12.0,0
2011-04-30,0.003250499999999999,-0.02015207871381202,-0.023900201284612985,0.0,0.006488517109158325,11.0,0
2011-05-31,0.0052660000000000024,-0.020028981543674027,-0.023754209043036045,0.0,0.006448882582821252,11.0,0
2011-06-30,-0.001364500000000002,-0.020104094230074424,-0.0238432920775702,0.0,0.006473067182223882,11.0,0
2011-07-31,0.00867525,-0.020066388522002862,-0.02379857341478175,0.0,0.0064609267903859135,11.0,0
2011-08-31,0.013023250000000004,-0.02007456857911007,-0.023741785947388457,0.0,0.006520092529672494,11.5,0
2011-09-30,0.007835000000000002,-0.020420143014285,-0.024089491044906926,0.0,0.0066851787042457545,12.0,0
2011-10-31,-0.005834000000000002,-0.020438674027148,-0.024056017218730383,0.0,0.006740016813805612,12.5,0
2011-11-30,0.0014255000000000001,-0.020465751147514723,-0.02403744470972375,0.0,0.006794115892200113,13.0,0
2011-12-31,0.0077090000000000014,-0.020440786184927198,-0.02400812284884737,0.0,0.006785828150995721,13.0,0
2012-01-31,0.00022499999999999902,-0.020440441195180063,-0.02400771765130967,0.0,0.006785713623055517,13.0,0
2012-02-29,-0.000873249999999999,-0.020444238507573462,-0.024062566529940616,0.0,0.0067418518003403505,12.5,0
2012-03-31,-0.0025495,-0.02053396445548715,-0.024223765353693087,0.0,0.006722441747618119,12.0,0
2012-04-30,0.004315749999999998,-0.02051400672447564,-0.024200221366653327,0.0,0.006715907954086415,12.0,0
2012-05-31,0.010180000000000002,-0.0205173258497046,-0.02420413691403338,0.0,0.006716994574551406,12.0,0
2012-06-30,-0.005287999999999998,-0.02062278486176626,-0.024328546127273802,0.0,0.006751519912650762,12.0,0
2012-07-31,0.005934749999999997,-0.02061731092735403,-0.02432208856750492,0.0,0.006749727847348601,12.0,0
2012-08-31,-0.0026417499999999974,-0.020511051963294877,-0.024141204979731552,0.0,0.006763884727444752,12.5,0
2012-09-30,-0.0009124999999999988,-0.020541106753464475,-0.024176579023510756,0.0,0.006773795829838647,12.5,0
2012-10-31,-0.0019130000000000024,-0.020558534684228556,-0.02419709144041171,0.0,0.006779543000434142,12.5,0
2012-11-30,0.0021414999999999993,-0.020586661799893043,-0.024230196639792027,0.0,0.006788818417824267,12.5,0
2012-12-31,-0.00044499999999999857,-0.0206579742047639,-0.02437005873384197,0.0,0.006763040255395651,12.0,0
2013-01-31,-0.0073215,-0.020604263923703143,-0.024306697114203586,0.0,0.0067454564986660715,12.0,0
2013-02-28,0.0030967499999999997,-0.02066129946511849,-0.024373981518784168,0.0,0.006764128884387772,12.0,0
2013-03-31,0.0011799999999999994,-0.020662046872590996,-0.02437486322982817,0.0,0.006764373571827771,12.0,0
2013-04-30,0.003250750000000001,-0.020659921592900556,-0.02437235605316271,0.0,0.00676367779440265,12.0,0
2013-05-31,-0.008510250000000002,-0.02067661530386726,-0.024453814423277383,0.0,0.006715633486736348,11.5,0
2013-06-30,-0.0071132500000000015,-0.020637352629394916,-0.024345731614544352,0.0,0.0067562891314486605,12.0,0
2013-07-31,-0.001975249999999999,-0.020578220234024624,-0.024169541959858796,0.0,0.006831452807055102,13.0,0
2013-08-31,-0.0043479999999999994,-0.020599605201273553,-0.024194659042743285,0.0,0.006838552079629702,13.0,0
2013-09-30,0.0031207500000000003,-0.020635533336248436,-0.024236857374568845,0.0,0.006850479318999052,13.0,0
2013-10-31,0.002081000000000002,-0.020642194738451684,-0.02424468132815822,0.0,0.006852690737394947,13.0,0
2013-11-30,-0.002739000000000001,-0.020640011685239136,-0.024242117287360653,0.0,0.006851966018501514,13.0,0
2013-12-31,-0.005286250000000001,-0.01726832209360338,-0.01993308266727862,0.0,0.006068984323477458,20.0,0
2014-01-31,0.007544,-0.01701894944600488,-0.01964522808751141,0.0,0.005981341836802972,20.0,0
2014-02-28,0.000401749999999999,-0.016606431359601426,-0.019169052285748153,0.0,0.005836361578387426,20.0,0
2014-03-31,-7.450000000000124e-05,-0.01660596575388801,-0.019168514830103907,0.0,0.00583619794038251,20.0,0
2014-04-30,0.001803000000000001,-0.01654771651797727,-0.019101276865209522,0.0,0.005815726136713306,20.0,0
2014-05-31,0.004457500000000001,-0.016402783803043056,-0.01893397886298805,0.0,0.0057647892610790145,20.0,0
2014-06-30,0.000508250000000001,-0.015709490876162135,-0.018133700460185035,0.0,0.0055211301561578306,20.0,0
2014-07-31,0.000886249999999998,-0.015666906425399096,-0.018084544591259313,0.0,0.005506163770732316,20.0,0
2014-08-31,0.00623075,-0.015666436466487115,-0.0180840021106528,0.0,0.005505998602787565,20.0,0
2014-09-30,-0.002505999999999999,-0.015768451351018137,-0.018201759418839853,0.0,0.005541851926093915,20.0,0
2014-10-31,0.0037907499999999977,-0.015799067573028052,-0.018237100182173744,0.0,0.005552612054982819,20.0,0
2014-11-30,0.003529500000000001,-0.01576767933174877,-0.018200868265441535,0.0,0.005541580598467652,20.0,0
2014-12-31,0.0034619999999999985,-0.01573218016538842,-0.018159891046355355,0.0,0.0055291043495901025,20.0,0
2015-01-31,0.010207750000000002,-0.015215771907813383,-0.0175637932649663,0.0,0.005347611694846411,20.0,0
2015-02-28,-0.004923499999999999,-0.015526851577298615,-0.0179228771837366,0.0,0.005456941230583862,20.0,0
2015-03-31,0.004578499999999999,-0.015681898123277874,-0.01810184973251859,0.0,0.00551143263118763,20.0,0
2015-04-30,-0.003856,-0.015720158934884945,-0.01814601476004975,0.0,0.005524879465488507,20.0,0
2015-05-31,-0.003355999999999999,-0.015797804943772097,-0.018235642710324386,0.0,0.00555216830155274,20.0,0
2015-06-30,-0.007813750000000003,-0.014934079862675982,-0.017238631920858727,0.0,0.005248610495035547,20.0,0
2015-07-31,0.004394500000000001,-0.015242638529741054,-0.017594805808800726,0.0,0.0053570540197243,20.0,0
2015-08-31,-0.0011254999999999985,-0.01530511382150272,-0.017666921973220017,0.0,0.005379011078681793,20.0,0
2015-09-30,0.005360000000000002,-0.014430171354661517,-0.01665696278748542,0.0,0.005071510900817326,20.0,0
2015-10-31,0.00017199999999999703,-0.014485926118642706,-0.01672132134609392,0.0,0.005091106017628725,20.0,0
2015-11-30,-3.749999999999983e-05,-0.014234061601590816,-0.01643059036411802,0.0,0.005002587758741583,20.0,0
2015-12-31,-0.0037462499999999987,-0.014145550473828374,-0.016328420644495037,0.0,0.004971480356184935,20.0,0
2016-01-31,0.009784999999999999,-0.01371681042197208,-0.01583351958519695,0.0,0.004820798857458048,20.0,0
2016-02-29,0.005410000000000001,-0.014010047140524635,-0.016172007118629907,0.0,0.004923857454484256,20.0,0
2016-03-31,-0.0015355,-0.0140836885048397,-0.016257012447732908,0.0,0.004949738850671161,20.0,0
2016-04-30,-0.002354,-0.014042404764515331,-0.016209358008335756,0.0,0.004935229602379115,20.0,0
2016-05-31,0.0016775000000000008,-0.014076465719301203,-0.016248675078274166,0.0,0.004947200389090043,20.0,0
2016-06-30,0.008778999999999999,-0.013989336879773783,-0.016148100954651152,0.0,0.0049165787943370376,20.0,0
2016-07-31,-1.1500000000000822e-05,-0.014250423223738906,-0.016449476829466583,0.0,0.005008338081661503,20.0,0
2016-08-31,-0.0009799999999999995,-0.013885907137727218,-0.016028710455256123,0.0,0.004880228216692065,20.0,0
2016-09-30,0.00014424999999999963,-0.013248150310411256,-0.015292538203452955,0.0,0.0046560873785613565,20.0,0
2016-10-31,-0.006681500000000001,-0.012982340021127997,-0.014985709407848135,0.0,0.00456266785175761,20.0,0
2016-11-30,-0.0079235,-0.013043985936231408,-0.01505686821037658,0.0,0.004584333424726486,20.0,0
2016-12-31,-0.0009162500000000008,-0.01340955227152227,-0.015478846903050266,0.0,0.004712812401783162,20.0,0
2017-01-31,-0.0029552499999999987,-0.013141446652218199,-0.015169368573645606,0.0,0.004618586176920507,20.0,0
2017-02-28,0.0024382500000000007,-0.013197437029913843,-0.015233999104691401,0.0,0.0046382641006156135,20.0,0
2017-03-31,-0.0019040000000000012,-0.013214674773540273,-0.015253896890176316,0.0,0.00464432233807921,20.0,0
2017-04-30,0.0017395000000000015,-0.01319735874145376,-0.015233908735150093,0.0,0.004638236585988866,20.0,0
2017-05-31,0.000954749999999997,-0.013124017504461332,-0.01514924984750796,0.0,0.0046124606701147715,20.0,0
2017-06-30,-0.0035367500000000004,-0.012596312594623365,-0.014540112171321956,0.0,0.004426997785656817,20.0,0
2017-07-31,-0.00020649999999999683,-0.012507465013089074,-0.01443755407807404,0.0,0.004395772135788366,20.0,0
2017-08-31,0.004589249999999999,-0.012321209933338444,-0.014222557051626106,0.0,0.004330312437211552,20.0,0
2017-09-30,-0.00416275,-0.012390541896249482,-0.014302587974184724,0.0,0.004354679286158554,20.0,0
2017-10-31,0.00012749999999999817,-0.012486390564527673,-0.014413227526654356,0.0,0.004388365481149207,20.0,0
2017-11-30,-0.0007219999999999998,-0.012463502691883057,-0.014386807712671834,0.0,0.004380321495200545,20.0,0
2017-12-31,-0.0006764999999999987,-0.01244419712387671,-0.014364523006553697,0.0,0.004373536516964023,20.0,0
2018-01-31,-0.0061865,-0.012444859453367405,-0.014365287543398646,0.0,0.004373769293910979,20.0,0
2018-02-28,-0.001556500000000001,-0.0123586213838615,-0.014265741648944633,0.0,0.004343460761959738,20.0,0
2018-03-31,0.0030530000000000006,-0.012321428365199958,-0.014222809190793372,0.0,0.004330389205500682,20.0,0
2018-04-30,-0.003448,-0.012363962825171994,-0.01427190735460077,0.0,0.004345338021568544,20.0,0
2018-05-31,0.0036509999999999976,-0.01237261478464761,-0.014281894440927197,0.0,0.004348378769021611,20.0,0
2018-06-30,2.3250000000000755e-05,-0.01203280444527094,-0.013889646279856572,0.0,0.004228951785238601,20.0,0
2018-07-31,-0.002374249999999998,-0.011722091058556762,-0.013530985166771472,0.0,0.004119750980270905,20.0,0
2018-08-31,0.002366749999999998,-0.011734187784774907,-0.013544948598910547,0.0,0.004124002397483613,20.0,0
2018-09-30,-0.003961999999999998,-0.011629343019675652,-0.01342392471722554,0.0,0.004087154507321675,20.0,0
2018-10-31,-0.0005945000000000023,-0.011692778416601862,-0.013497149145407254,0.0,0.004109448997047538,20.0,0
2018-11-30,0.002672250000000001,-0.011677326715110892,-0.013479313015093024,0.0,0.004104018467456335,20.0,0
2018-12-31,0.00518425,-0.011658604016021685,-0.013457701123290406,0.0,0.004097438339598535,20.0,0
2019-01-31,0.0020107500000000013,-0.011600581156123996,-0.013390724467616313,0.0,0.004077046096205481,20.0,0
2019-02-28,-0.0015897500000000005,-0.011313956987022599,-0.013059869898992386,0.0,0.003976311492138159,20.0,0
2019-03-31,0.006855750000000001,-0.011337591300534855,-0.013087151340841255,0.0,0.003984617816135623,20.0,0
2019-04-30,-0.002150500000000001,-0.011582663857700239,-0.013370042261857172,0.0,0.00407074902792847,20.0,0
2019-05-31,0.007878500000000002,-0.011611920009519099,-0.013403813075811805,0.0,0.00408103115758713,20.0,0
2019-06-30,0.003272999999999999,-0.011839394021008894,-0.013666389732136925,0.0,0.004160977327356657,20.0,0
2019-07-31,0.005451192499999999,-0.011882161434761318,-0.01371575679797991,0.0,0.004176008015469388,20.0,0
2019-08-31,0.010917455000000001,-0.01201761955272254,-0.013872118131098383,0.0,0.00422361502615278,20.0,0
2019-09-30,-0.004167422500000001,-0.012430629416789747,-0.014348861599179901,0.0,0.00436876812075448,20.0,0
2019-10-31,-0.0025602175,-0.012504736543067163,-0.014434404564287632,0.0,0.004394813209860282,20.0,0
2019-11-30,-0.0018816249999999996,-0.012503068943599462,-0.014432479629261205,0.0,0.004394227128886551,20.0,0
2019-12-31,-0.004623065000000001,-0.012483496323586946,-0.014409886661015076,0.0,0.004387348294719488,20.0,0
2020-01-31,0.008589135000000001,-0.012567717603649262,-0.014507104545226768,0.0,0.0044169480222222965,20.0,0
2020-02-29,0.007053987499999999,-0.012405900566584997,-0.01432031671724371,0.0,0.004360077119774955,20.0,0
2020-03-31,0.004033005,-0.012488363395480274,-0.01441550479495255,0.0,0.0043890588363031885,20.0,0
2020-04-30,0.0025388100000000003,-0.012456656270539424,-0.014378904786036697,0.0,0.004377915307524568,20.0,0
2020-05-31,-0.0024564725000000005,-0.012371839152087739,-0.014280999116653564,0.0,0.004348106171497595,20.0,0
2020-06-30,0.0005202149999999995,-0.012336225818389513,-0.0142398901125004,0.0,0.004335589798294123,20.0,0
2020-07-31,0.002577267500000001,-0.011928922011863748,-0.013769733232048028,0.0,0.004192442108362324,20.0,0
2020-08-31,-0.0049384375,-0.011871719065252076,-0.013703703014552562,0.0,0.00417233802503789,20.0,0
2020-09-30,0.0016351099999999997,-0.012034878250885202,-0.013892040104718124,0.0,0.0042296806281276016,20.0,0
2020-10-31,-0.0008409250000000008,-0.01191341679816086,-0.0137518353317866,0.0,0.004186992771803455,20.0,0
2020-11-30,-0.00041796249999999927,-0.011925615353941264,-0.01376591630731359,0.0,0.004191279977207607,20.0,0
2020-12-31,-0.0010590150000000004,-0.011929795731206295,-0.01377074177936308,0.0,0.0041927491786708515,20.0,0
2021-01-31,-0.0028545949999999997,-0.01183730013095385,-0.013663972723504753,0.0,0.004160241425753116,20.0,0
2021-02-28,-0.007344845000000001,-0.011397290591879545,-0.013156063126427676,0.0,0.0040055992445181664,20.0,0
2021-03-31,-0.0035694424999999997,-0.01158868272069662,-0.013376989925505069,0.0,0.004072864368664657,20.0,0
2021-04-30,0.0006428124999999989,-0.01165506193558344,-0.013453612446822189,0.0,0.004096193468757252,20.0,0
2021-05-31,0.00033680750000000055,-0.011618509619130845,-0.013411419560820833,0.0,0.004083347088296248,20.0,0
2021-06-30,0.0026058675,-0.011605537494102649,-0.013396445642732223,0.0,0.0040787880105229955,20.0,0
2021-07-31,0.0052027125,-0.011193726696139815,-0.012921086274602773,0.0,0.003934056329962035,20.0,0
2021-08-31,-0.001561239999999999,-0.01134980504964057,-0.013101249854251066,0.0,0.003988910361262571,20.0,0
2021-09-30,-0.0043749075000000005,-0.011365669345308449,-0.013119562248199471,0.0,0.003994485897854342,20.0,0
2021-10-31,-0.0002719325000000004,-0.011487071513312672,-0.013259698587891177,0.0,0.004037152918451944,20.0,0
2021-11-30,0.0034052700000000015,-0.011203560043985197,-0.01293243705520761,0.0,0.00393751227858272,20.0,0
2021-12-31,-0.0037439300000000016,-0.010848435058764644,-0.012522510969207652,0.0,0.0038127029336738096,20.0,0
2022-01-31,-0.005123902499999999,-0.010939420016266353,-0.012627536267527297,0.0,0.003844679768351608,20.0,0
2022-02-28,-0.0024015175000000003,-0.011058724125559192,-0.012765250786644422,0.0,0.0038866094222635475,20.0,0
2022-03-31,-0.0109392925,-0.011070791649186224,-0.012779180509795466,0.0,0.003890850576170607,20.0,0
2022-04-30,-0.012630087500000001,-0.011783597716075804,-0.013601983222185856,0.0,0.004141367610899473,20.0,1
2022-05-31,-0.002797932499999998,-0.012654217125483664,-0.01460695223801702,0.0,0.004447348442086815,20.0,0
2022-06-30,-0.0054703400000000015,-0.012676430960540719,-0.014632594000323133,0.0,0.004455155536255827,20.0,0
2022-07-31,0.010877169999999999,-0.012753591084708733,-0.014721661086593677,0.0,0.004482273607220389,20.0,0
2022-08-31,-0.014629620000000001,-0.01338585452935089,-0.01545149224455076,0.0,0.004704483785663985,20.0,1
2022-09-30,-0.01395606,-0.014293599192596087,-0.016499315496582297,0.0,0.0050235123572352864,20.0,0
2022-10-31,-0.004678642500000002,-0.015158540121435592,-0.017526082458919446,0.0,0.005298457394748205,19.0,0
2022-11-30,0.009268610000000002,-0.015136890478096424,-0.01747273924993587,0.0,0.0053198886678047135,20.0,0
2022-12-31,-0.011095935000000005,-0.015562473025308212,-0.017963995554360835,0.0,0.005469460455577348,20.0,0
2023-01-31,0.007150450000000004,-0.016043685559311408,-0.01851946638521646,0.0,0.005638583506983025,20.0,0
2023-02-28,-0.009805910000000001,-0.016159290638040915,-0.018652911057986728,0.0,0.005679213129636615,20.0,0
2023-03-31,0.009497664999999999,-0.016518635613927482,-0.01906770834237786,0.0,0.005805505598213153,20.0,0
2023-04-30,-0.00039581749999999905,-0.016881133750469964,-0.01948614536731107,0.0,0.005932906251040972,20.0,0
2023-05-31,-0.0028895050000000005,-0.016844240160081222,-0.019443558543696983,0.0,0.005919939929212344,20.0,0
2023-06-30,-0.0029798475000000005,-0.016798767890794843,-0.019391069222624506,0.0,0.0059039586145277975,20.0,0
2023-07-31,-0.002820259999999999,-0.01682481406694488,-0.01942113471361726,0.0,0.005913112592191885,20.0,0
2023-08-31,-0.0015740075000000016,-0.016833567424943408,-0.019431238845776428,0.0,0.0059161889763468065,20.0,0
2023-09-30,-0.010218835000000006,-0.01680078884022726,-0.019393402034804195,0.0,0.0059046688810121374,20.0,0
2023-10-31,-0.003954422499999994,-0.017124563659618744,-0.019767140155134037,0.0,0.00601846015109457,20.0,0
2023-11-30,0.011761277499999999,-0.01716476953088249,-0.01981355039414082,0.0,0.006032590580275169,20.0,0
2023-12-31,0.011513607500000002,-0.017734114895726866,-0.02047075427082081,0.0,0.00623268808107202,20.0,0
2024-01-31,-0.0027371275000000004,-0.018167434261358823,-0.020970941300553943,0.0,0.00638497898825018,20.0,0
2024-02-29,-0.006391702500000002,-0.018159076586318487,-0.020961293911156045,0.0,0.006382041667616156,20.0,0
2024-03-31,0.0016828225000000028,-0.01827939017283785,-0.021100173684945746,0.0,0.006424326104200638,20.0,0
2024-04-30,-0.008971674999999998,-0.018083368476369432,-0.020873902906632397,0.0,0.0063554339097836145,20.0,0
2024-05-31,0.0010491849999999933,-0.018323452359153832,-0.02115103532613918,0.0,0.006439811842569445,20.0,0
2024-06-30,0.003725642500000001,-0.018043380039253376,-0.020827743655116877,0.0,0.0063413798982437436,20.0,0
2024-07-31,0.0067234675000000035,-0.01805988208733671,-0.020846792216224406,0.0,0.006347179574123088,20.0,0
2024-08-31,0.0019931975000000027,-0.018127567405545355,-0.020924922392155848,0.0,0.006370967706688094,20.0,0
2024-09-30,0.0033963074999999957,-0.017609122580158572,-0.02032647377005807,0.0,0.006188759296351232,20.0,0
2024-10-31,-0.007843722499999997,-0.017647321602430658,-0.02037056747323498,0.0,0.006202184414673951,20.0,0
2024-11-30,0.004626857499999998,-0.017812128437056103,-0.020560806469294615,0.0,0.0062601060871052445,20.0,0
2024-12-31,-0.007630837499999996,-0.017933720061481348,-0.020701161501368918,0.0,0.006302839692518843,20.0,0
2025-01-31,-0.0014820575000000045,-0.018047148892858182,-0.020832094099245625,0.0,0.006342704468941526,20.0,0
2025-02-28,0.004077125000000001,-0.01768487098976123,-0.02041391129307508,0.0,0.0062153812175729335,20.0,0
2025-03-31,-0.0040955925,-0.017529998434389765,-0.020235139584255983,0.0,0.006160950966295973,20.0,0
