SPX,EMU,DE_1,DE_5,DE_10,DE_20,US_1,US_5,US_10,US_20
-0.1850479696848931,-0.13812196818180816,0.1270271244853573,0.1747415708146735,0.15287896213203536,0.1235815700296928,0.23745355946174934,0.3071553923934443,0.2772732036954025,0.23002055494794307
