Date,YEAR_1,Date,YEAR_2,Date,YEAR_3,Date,YEAR_4,Date,YEAR_5,Date,YEAR_6,Date,YEAR_7,Date,YEAR_8,Date,YEAR_9,Date,YEAR_10,Date,YEAR_15,Date,YEAR_20
29-02-16,-0.485,29-02-16,-0.568,29-02-16,-0.536,29-02-16,-0.498,29-02-16,-0.418,29-02-16,-0.356,29-02-16,-0.265,29-02-16,-0.157,29-02-16,-0.009,29-02-16,0.111,29-02-16,0.402,29-02-16,0.643
31-03-16,-0.454,31-03-16,-0.486,31-03-16,-0.475,31-03-16,-0.424,31-03-16,-0.331,31-03-16,-0.28,31-03-16,-0.199,31-03-16,-0.095,31-03-16,0.044,31-03-16,0.161,31-03-16,0.416,31-03-16,0.641
29-04-16,-0.493,29-04-16,-0.482,29-04-16,-0.463,29-04-16,-0.397,29-04-16,-0.285,29-04-16,-0.201,29-04-16,-0.103,29-04-16,0.018,29-04-16,0.164,29-04-16,0.287,29-04-16,0.556,29-04-16,0.8
31-05-16,-0.533,31-05-16,-0.515,31-05-16,-0.515,31-05-16,-0.462,31-05-16,-0.369,31-05-16,-0.298,31-05-16,-0.21,31-05-16,-0.102,31-05-16,0.036,31-05-16,0.153,31-05-16,0.387,31-05-16,0.63
30-06-16,-0.619,30-06-16,-0.661,30-06-16,-0.652,30-06-16,-0.62,30-06-16,-0.558,30-06-16,-0.501,30-06-16,-0.43,30-06-16,-0.34,30-06-16,-0.215,30-06-16,-0.127,30-06-16,-0.013,30-06-16,0.165
29-07-16,-0.602,29-07-16,-0.628,29-07-16,-0.657,29-07-16,-0.628,29-07-16,-0.547,29-07-16,-0.519,29-07-16,-0.465,29-07-16,-0.369,29-07-16,-0.251,29-07-16,-0.126,29-07-16,-0.001,29-07-16,0.15
31-08-16,-0.637,31-08-16,-0.628,31-08-16,-0.646,31-08-16,-0.605,31-08-16,-0.514,31-08-16,-0.479,31-08-16,-0.408,31-08-16,-0.315,31-08-16,-0.185,31-08-16,-0.064,31-08-16,0.179,31-08-16,0.343
30-09-16,-0.694,30-09-16,-0.697,30-09-16,-0.707,30-09-16,-0.674,30-09-16,-0.581,30-09-16,-0.535,30-09-16,-0.462,30-09-16,-0.366,30-09-16,-0.244,30-09-16,-0.114,30-09-16,0.133,30-09-16,0.318
31-10-16,-0.708,31-10-16,-0.624,31-10-16,-0.599,31-10-16,-0.504,31-10-16,-0.397,31-10-16,-0.315,31-10-16,-0.222,31-10-16,-0.094,31-10-16,0.047,31-10-16,0.18,31-10-16,0.476,31-10-16,0.663
30-11-16,-0.825,30-11-16,-0.74,30-11-16,-0.698,30-11-16,-0.566,30-11-16,-0.411,30-11-16,-0.273,30-11-16,-0.129,30-11-16,0.009,30-11-16,0.167,30-11-16,0.307,30-11-16,0.685,30-11-16,0.842
30-12-16,-0.859,30-12-16,-0.806,30-12-16,-0.766,30-12-16,-0.652,30-12-16,-0.502,30-12-16,-0.345,30-12-16,-0.209,30-12-16,-0.067,30-12-16,0.096,30-12-16,0.248,30-12-16,0.638,30-12-16,0.815
31-01-17,-0.699,31-01-17,-0.712,31-01-17,-0.651,31-01-17,-0.505,31-01-17,-0.341,31-01-17,-0.176,31-01-17,-0.038,31-01-17,0.106,31-01-17,0.274,31-01-17,0.433,31-01-17,0.843,31-01-17,1.029
28-02-17,-0.916,28-02-17,-0.891,28-02-17,-0.828,28-02-17,-0.726,28-02-17,-0.589,28-02-17,-0.426,28-02-17,-0.282,28-02-17,-0.13,28-02-17,0.042,28-02-17,0.216,28-02-17,0.644,28-02-17,0.862
31-03-17,-0.765,31-03-17,-0.748,31-03-17,-0.669,31-03-17,-0.547,31-03-17,-0.39,31-03-17,-0.257,31-03-17,-0.118,31-03-17,0.03,31-03-17,0.187,31-03-17,0.344,31-03-17,0.756,31-03-17,0.969
28-04-17,-0.768,28-04-17,-0.735,28-04-17,-0.68,28-04-17,-0.54,28-04-17,-0.382,28-04-17,-0.232,28-04-17,-0.102,28-04-17,0.035,28-04-17,0.187,28-04-17,0.342,28-04-17,0.738,28-04-17,0.952
31-05-17,-0.783,31-05-17,-0.727,31-05-17,-0.68,31-05-17,-0.555,31-05-17,-0.409,31-05-17,-0.253,31-05-17,-0.115,31-05-17,0.033,31-05-17,0.191,31-05-17,0.346,31-05-17,0.792,31-05-17,1.012
30-06-17,-0.682,30-06-17,-0.58,30-06-17,-0.496,30-06-17,-0.347,30-06-17,-0.192,30-06-17,-0.053,30-06-17,0.075,30-06-17,0.221,30-06-17,0.373,30-06-17,0.518,30-06-17,0.942,30-06-17,1.125
31-07-17,-0.696,31-07-17,-0.668,31-07-17,-0.556,31-07-17,-0.389,31-07-17,-0.211,31-07-17,-0.053,31-07-17,0.083,31-07-17,0.24,31-07-17,0.394,31-07-17,0.546,31-07-17,0.979,31-07-17,1.175
31-08-17,-0.759,31-08-17,-0.736,31-08-17,-0.657,31-08-17,-0.521,31-08-17,-0.36,31-08-17,-0.224,31-08-17,-0.091,31-08-17,0.058,31-08-17,0.212,31-08-17,0.375,31-08-17,0.771,31-08-17,0.978
29-09-17,-0.741,29-09-17,-0.694,29-09-17,-0.603,29-09-17,-0.453,29-09-17,-0.274,29-09-17,-0.117,29-09-17,0.018,29-09-17,0.165,29-09-17,0.325,29-09-17,0.488,29-09-17,0.911,29-09-17,1.12
31-10-17,-0.773,31-10-17,-0.741,31-10-17,-0.654,31-10-17,-0.508,31-10-17,-0.34,31-10-17,-0.186,31-10-17,-0.054,31-10-17,0.086,31-10-17,0.241,31-10-17,0.403,31-10-17,0.848,31-10-17,1.055
30-11-17,-0.745,30-11-17,-0.692,30-11-17,-0.596,30-11-17,-0.447,30-11-17,-0.285,30-11-17,-0.136,30-11-17,-0.006,30-11-17,0.12,30-11-17,0.262,30-11-17,0.414,30-11-17,0.831,30-11-17,1.028
29-12-17,-0.69,29-12-17,-0.637,29-12-17,-0.512,29-12-17,-0.342,29-12-17,-0.172,29-12-17,-0.035,29-12-17,0.086,29-12-17,0.203,29-12-17,0.338,29-12-17,0.48,29-12-17,0.893,29-12-17,1.095
31-01-18,-0.606,31-01-18,-0.499,31-01-18,-0.322,31-01-18,-0.125,31-01-18,0.069,31-01-18,0.217,31-01-18,0.346,31-01-18,0.454,31-01-18,0.572,31-01-18,0.698,31-01-18,1.045,31-01-18,1.189
28-02-18,-0.684,28-02-18,-0.551,28-02-18,-0.393,28-02-18,-0.2,28-02-18,0,28-02-18,0.177,28-02-18,0.303,28-02-18,0.428,28-02-18,0.545,28-02-18,0.666,28-02-18,1.03,28-02-18,1.193
30-03-18,-0.691,30-03-18,-0.606,30-03-18,-0.47,30-03-18,-0.298,30-03-18,-0.114,30-03-18,0.035,30-03-18,0.155,30-03-18,0.272,30-03-18,0.39,30-03-18,0.515,30-03-18,0.87,30-03-18,1.044
30-04-18,-0.646,30-04-18,-0.567,30-04-18,-0.429,30-04-18,-0.245,30-04-18,-0.053,30-04-18,0.097,30-04-18,0.217,30-04-18,0.338,30-04-18,0.457,30-04-18,0.587,30-04-18,0.936,30-04-18,1.111
31-05-18,-0.675,31-05-18,-0.667,31-05-18,-0.571,31-05-18,-0.424,31-05-18,-0.252,31-05-18,-0.106,31-05-18,0.014,31-05-18,0.134,31-05-18,0.255,31-05-18,0.376,31-05-18,0.717,31-05-18,0.89
29-06-18,-0.675,29-06-18,-0.671,29-06-18,-0.571,29-06-18,-0.431,29-06-18,-0.275,29-06-18,-0.139,29-06-18,-0.015,29-06-18,0.105,29-06-18,0.23,29-06-18,0.344,29-06-18,0.692,29-06-18,0.88
31-07-18,-0.642,31-07-18,-0.559,31-07-18,-0.456,31-07-18,-0.318,31-07-18,-0.157,31-07-18,-0.041,31-07-18,0.077,31-07-18,0.195,31-07-18,0.321,31-07-18,0.44,31-07-18,0.783,31-07-18,0.953
31-08-18,-0.656,31-08-18,-0.612,31-08-18,-0.521,31-08-18,-0.393,31-08-18,-0.248,31-08-18,-0.137,31-08-18,-0.021,31-08-18,0.099,31-08-18,0.219,31-08-18,0.333,31-08-18,0.683,31-08-18,0.862
28-09-18,-0.619,28-09-18,-0.524,28-09-18,-0.418,28-09-18,-0.26,28-09-18,-0.1,28-09-18,0.033,28-09-18,0.145,28-09-18,0.254,28-09-18,0.372,28-09-18,0.483,28-09-18,0.795,28-09-18,0.959
31-10-18,-0.68,31-10-18,-0.603,31-10-18,-0.502,31-10-18,-0.347,31-10-18,-0.188,31-10-18,-0.058,31-10-18,0.056,31-10-18,0.175,31-10-18,0.296,31-10-18,0.408,31-10-18,0.737,31-10-18,0.906
30-11-18,-0.659,30-11-18,-0.602,30-11-18,-0.519,30-11-18,-0.392,30-11-18,-0.257,30-11-18,-0.135,30-11-18,-0.017,30-11-18,0.102,30-11-18,0.227,30-11-18,0.346,30-11-18,0.687,30-11-18,0.876
31-12-18,-0.65,31-12-18,-0.621,31-12-18,-0.55,31-12-18,-0.423,31-12-18,-0.293,31-12-18,-0.176,31-12-18,-0.067,31-12-18,0.045,31-12-18,0.164,31-12-18,0.279,31-12-18,0.591,31-12-18,0.768
31-01-19,-0.549,31-01-19,-0.56,31-01-19,-0.516,31-01-19,-0.438,31-01-19,-0.335,31-01-19,-0.255,31-01-19,-0.161,31-01-19,-0.067,31-01-19,0.037,31-01-19,0.148,31-01-19,0.45,31-01-19,0.631
28-02-19,-0.556,28-02-19,-0.527,28-02-19,-0.478,28-02-19,-0.393,28-02-19,-0.288,28-02-19,-0.216,28-02-19,-0.124,28-02-19,-0.029,28-02-19,0.082,28-02-19,0.189,28-02-19,0.505,28-02-19,0.701
29-03-19,-0.585,29-03-19,-0.613,29-03-19,-0.606,29-03-19,-0.548,29-03-19,-0.454,29-03-19,-0.406,29-03-19,-0.331,29-03-19,-0.249,29-03-19,-0.155,29-03-19,-0.058,29-03-19,0.235,29-03-19,0.449
30-04-19,-0.57,30-04-19,-0.59,30-04-19,-0.569,30-04-19,-0.51,30-04-19,-0.412,30-04-19,-0.348,30-04-19,-0.262,30-04-19,-0.172,30-04-19,-0.067,30-04-19,0.034,30-04-19,0.332,30-04-19,0.544
31-05-19,-0.628,31-05-19,-0.676,31-05-19,-0.683,31-05-19,-0.647,31-05-19,-0.575,31-05-19,-0.522,31-05-19,-0.447,31-05-19,-0.365,31-05-19,-0.273,31-05-19,-0.177,31-05-19,0.107,31-05-19,0.315
28-06-19,-0.69,28-06-19,-0.76,28-06-19,-0.761,28-06-19,-0.719,28-06-19,-0.657,28-06-19,-0.607,28-06-19,-0.544,28-06-19,-0.469,28-06-19,-0.383,28-06-19,-0.3,28-06-19,-0.055,28-06-19,0.139
31-07-19,-0.729,31-07-19,-0.791,31-07-19,-0.82,31-07-19,-0.797,31-07-19,-0.732,31-07-19,-0.709,31-07-19,-0.663,31-07-19,-0.597,31-07-19,-0.523,31-07-19,-0.445,31-07-19,-0.195,31-07-19,-0.017
30-08-19,-0.862,30-08-19,-0.935,30-08-19,-0.963,30-08-19,-0.967,30-08-19,-0.934,30-08-19,-0.916,30-08-19,-0.888,30-08-19,-0.831,30-08-19,-0.768,30-08-19,-0.707,30-08-19,-0.496,30-08-19,-0.338
30-09-19,-0.711,30-09-19,-0.779,30-09-19,-0.819,30-09-19,-0.82,30-09-19,-0.778,30-09-19,-0.768,30-09-19,-0.736,30-09-19,-0.688,30-09-19,-0.625,30-09-19,-0.568,30-09-19,-0.4,30-09-19,-0.238
31-10-19,-0.656,31-10-19,-0.675,31-10-19,-0.701,31-10-19,-0.681,31-10-19,-0.628,31-10-19,-0.606,31-10-19,-0.571,31-10-19,-0.526,31-10-19,-0.462,31-10-19,-0.397,31-10-19,-0.212,31-10-19,-0.049
29-11-19,-0.633,29-11-19,-0.635,29-11-19,-0.656,29-11-19,-0.635,29-11-19,-0.582,29-11-19,-0.556,29-11-19,-0.52,29-11-19,-0.474,29-11-19,-0.41,29-11-19,-0.346,29-11-19,-0.161,29-11-19,-0.01
31-12-19,-0.65,31-12-19,-0.611,31-12-19,-0.582,31-12-19,-0.533,31-12-19,-0.468,31-12-19,-0.422,31-12-19,-0.37,31-12-19,-0.311,31-12-19,-0.236,31-12-19,-0.166,31-12-19,0.026,31-12-19,0.189
31-01-20,-0.634,31-01-20,-0.682,31-01-20,-0.703,31-01-20,-0.691,31-01-20,-0.655,31-01-20,-0.639,31-01-20,-0.598,31-01-20,-0.562,31-01-20,-0.502,31-01-20,-0.446,31-01-20,-0.247,31-01-20,-0.082
28-02-20,-0.741,28-02-20,-0.782,28-02-20,-0.8,28-02-20,-0.795,28-02-20,-0.782,28-02-20,-0.774,28-02-20,-0.738,28-02-20,-0.702,28-02-20,-0.663,28-02-20,-0.613,28-02-20,-0.439,28-02-20,-0.29
31-03-20,-0.704,31-03-20,-0.705,31-03-20,-0.717,31-03-20,-0.688,31-03-20,-0.661,31-03-20,-0.64,31-03-20,-0.613,31-03-20,-0.576,31-03-20,-0.521,31-03-20,-0.467,31-03-20,-0.271,31-03-20,-0.109
30-04-20,-0.587,30-04-20,-0.778,30-04-20,-0.79,30-04-20,-0.784,30-04-20,-0.77,30-04-20,-0.761,30-04-20,-0.728,30-04-20,-0.684,30-04-20,-0.637,30-04-20,-0.581,30-04-20,-0.431,30-04-20,-0.307
29-05-20,-0.608,29-05-20,-0.665,29-05-20,-0.674,29-05-20,-0.664,29-05-20,-0.646,29-05-20,-0.628,29-05-20,-0.589,29-05-20,-0.542,29-05-20,-0.492,29-05-20,-0.433,29-05-20,-0.23,29-05-20,-0.101
30-06-20,-0.601,30-06-20,-0.701,30-06-20,-0.721,30-06-20,-0.713,30-06-20,-0.698,30-06-20,-0.683,30-06-20,-0.625,30-06-20,-0.592,30-06-20,-0.533,30-06-20,-0.466,30-06-20,-0.249,30-06-20,-0.119
31-07-20,-0.591,31-07-20,-0.728,31-07-20,-0.763,31-07-20,-0.752,31-07-20,-0.734,31-07-20,-0.732,31-07-20,-0.674,31-07-20,-0.652,31-07-20,-0.596,31-07-20,-0.535,31-07-20,-0.331,31-07-20,-0.242
31-08-20,-0.586,31-08-20,-0.661,31-08-20,-0.685,31-08-20,-0.665,31-08-20,-0.636,31-08-20,-0.619,31-08-20,-0.557,31-08-20,-0.529,31-08-20,-0.466,31-08-20,-0.396,31-08-20,-0.173,31-08-20,-0.069
30-09-20,-0.623,30-09-20,-0.711,30-09-20,-0.751,30-09-20,-0.732,30-09-20,-0.716,30-09-20,-0.707,30-09-20,-0.659,30-09-20,-0.63,30-09-20,-0.576,30-09-20,-0.516,30-09-20,-0.318,30-09-20,-0.242
30-10-20,-0.738,30-10-20,-0.807,30-10-20,-0.844,30-10-20,-0.835,30-10-20,-0.823,30-10-20,-0.807,30-10-20,-0.759,30-10-20,-0.733,30-10-20,-0.678,30-10-20,-0.617,30-10-20,-0.433,30-10-20,-0.361
30-11-20,-0.691,30-11-20,-0.749,30-11-20,-0.782,30-11-20,-0.766,30-11-20,-0.758,30-11-20,-0.736,30-11-20,-0.694,30-11-20,-0.669,30-11-20,-0.621,30-11-20,-0.556,30-11-20,-0.371,30-11-20,-0.306
31-12-20,-0.736,31-12-20,-0.724,31-12-20,-0.769,31-12-20,-0.756,31-12-20,-0.744,31-12-20,-0.727,31-12-20,-0.693,31-12-20,-0.661,31-12-20,-0.609,31-12-20,-0.555,31-12-20,-0.383,31-12-20,-0.324
29-01-21,-0.678,29-01-21,-0.741,29-01-21,-0.772,29-01-21,-0.766,29-01-21,-0.741,29-01-21,-0.731,29-01-21,-0.693,29-01-21,-0.641,29-01-21,-0.582,29-01-21,-0.523,29-01-21,-0.327,29-01-21,-0.23
26-02-21,-0.623,26-02-21,-0.667,26-02-21,-0.665,26-02-21,-0.626,26-02-21,-0.575,26-02-21,-0.531,26-02-21,-0.47,26-02-21,-0.4,26-02-21,-0.331,26-02-21,-0.259,26-02-21,-0.046,26-02-21,0.051
31-03-21,-0.682,31-03-21,-0.703,31-03-21,-0.725,31-03-21,-0.69,31-03-21,-0.639,31-03-21,-0.587,31-03-21,-0.519,31-03-21,-0.447,31-03-21,-0.367,31-03-21,-0.29,31-03-21,-0.008,31-03-21,0.089
30-04-21,-0.654,30-04-21,-0.689,30-04-21,-0.687,30-04-21,-0.644,30-04-21,-0.574,30-04-21,-0.495,30-04-21,-0.416,30-04-21,-0.355,30-04-21,-0.271,30-04-21,-0.186,30-04-21,0.085,30-04-21,0.19
31-05-21,-0.659,31-05-21,-0.67,31-05-21,-0.671,31-05-21,-0.626,31-05-21,-0.556,31-05-21,-0.478,31-05-21,-0.398,31-05-21,-0.339,31-05-21,-0.252,31-05-21,-0.162,31-05-21,0.114,31-05-21,0.201
30-06-21,-0.651,30-06-21,-0.669,30-06-21,-0.672,30-06-21,-0.635,30-06-21,-0.571,30-06-21,-0.501,30-06-21,-0.43,30-06-21,-0.372,30-06-21,-0.309,30-06-21,-0.22,30-06-21,0.051,30-06-21,0.119
30-07-21,-0.687,30-07-21,-0.776,30-07-21,-0.817,30-07-21,-0.811,30-07-21,-0.757,30-07-21,-0.715,30-07-21,-0.654,30-07-21,-0.611,30-07-21,-0.548,30-07-21,-0.466,30-07-21,-0.197,30-07-21,-0.153
31-08-21,-0.696,31-08-21,-0.726,31-08-21,-0.75,31-08-21,-0.739,31-08-21,-0.687,31-08-21,-0.643,31-08-21,-0.58,31-08-21,-0.533,31-08-21,-0.467,31-08-21,-0.383,31-08-21,-0.143,31-08-21,-0.089
30-09-21,-0.699,30-09-21,-0.698,30-09-21,-0.704,30-09-21,-0.644,30-09-21,-0.562,30-09-21,-0.487,30-09-21,-0.408,30-09-21,-0.352,30-09-21,-0.278,30-09-21,-0.191,30-09-21,0.061,30-09-21,0.112
29-10-21,-0.695,29-10-21,-0.585,29-10-21,-0.546,29-10-21,-0.465,29-10-21,-0.39,29-10-21,-0.338,29-10-21,-0.267,29-10-21,-0.223,29-10-21,-0.165,29-10-21,-0.1,29-10-21,0.011,29-10-21,-0.024
30-11-21,-0.819,30-11-21,-0.758,30-11-21,-0.75,30-11-21,-0.694,30-11-21,-0.62,30-11-21,-0.576,30-11-21,-0.515,30-11-21,-0.479,30-11-21,-0.418,30-11-21,-0.337,30-11-21,-0.188,30-11-21,-0.232
31-12-21,-0.677,31-12-21,-0.64,31-12-21,-0.632,31-12-21,-0.532,31-12-21,-0.452,31-12-21,-0.409,31-12-21,-0.359,31-12-21,-0.3,31-12-21,-0.231,31-12-21,-0.16,31-12-21,0.011,31-12-21,0.008
31-01-22,-0.685,31-01-22,-0.526,31-01-22,-0.448,31-01-22,-0.347,31-01-22,-0.249,31-01-22,-0.213,31-01-22,-0.167,31-01-22,-0.127,31-01-22,-0.065,31-01-22,0.006,31-01-22,0.139,31-01-22,0.105
28-02-22,-0.692,28-02-22,-0.546,28-02-22,-0.405,28-02-22,-0.286,28-02-22,-0.176,28-02-22,-0.115,28-02-22,-0.058,28-02-22,-0.009,28-02-22,0.061,28-02-22,0.133,28-02-22,0.271,28-02-22,0.27
31-03-22,-0.454,31-03-22,-0.068,31-03-22,0.127,31-03-22,0.259,31-03-22,0.359,31-03-22,0.398,31-03-22,0.423,31-03-22,0.443,31-03-22,0.482,31-03-22,0.546,31-03-22,0.629,31-03-22,0.592
29-04-22,-0.23,29-04-22,0.281,29-04-22,0.461,29-04-22,0.575,29-04-22,0.671,29-04-22,0.736,29-04-22,0.777,29-04-22,0.821,29-04-22,0.872,29-04-22,0.94,29-04-22,1.103,29-04-22,1.035
31-05-22,0.045,31-05-22,0.48,31-05-22,0.599,31-05-22,0.72,31-05-22,0.835,31-05-22,0.893,31-05-22,0.936,31-05-22,0.991,31-05-22,1.057,31-05-22,1.13,31-05-22,1.335,31-05-22,1.357
30-06-22,0.387,30-06-22,0.632,30-06-22,0.785,30-06-22,0.911,30-06-22,1.025,30-06-22,1.078,30-06-22,1.129,30-06-22,1.192,30-06-22,1.27,30-06-22,1.347,30-06-22,1.573,30-06-22,1.622
29-07-22,0.318,29-07-22,0.261,29-07-22,0.278,29-07-22,0.389,29-07-22,0.504,29-07-22,0.548,29-07-22,0.578,29-07-22,0.643,29-07-22,0.699,29-07-22,0.824,29-07-22,1.035,29-07-22,1.054
31-08-22,0.648,31-08-22,1.165,31-08-22,1.158,31-08-22,1.277,31-08-22,1.362,31-08-22,1.358,31-08-22,1.355,31-08-22,1.39,31-08-22,1.431,31-08-22,1.538,31-08-22,1.661,31-08-22,1.61
30-09-22,1.67,30-09-22,1.721,30-09-22,1.724,30-09-22,1.853,30-09-22,1.928,30-09-22,1.936,30-09-22,1.96,30-09-22,1.975,30-09-22,2.019,30-09-22,2.098,30-09-22,2.212,30-09-22,2.148
31-10-22,2.038,31-10-22,1.898,31-10-22,1.866,31-10-22,1.966,31-10-22,1.977,31-10-22,1.952,31-10-22,2.065,31-10-22,2.016,31-10-22,2.064,31-10-22,2.133,31-10-22,2.292,31-10-22,2.296
30-11-22,2.145,30-11-22,2.084,30-11-22,1.946,30-11-22,1.941,30-11-22,1.901,30-11-22,1.863,30-11-22,1.882,30-11-22,1.856,30-11-22,1.878,30-11-22,1.912,30-11-22,1.979,30-11-22,1.902
30-12-22,2.565,30-12-22,2.658,30-12-22,2.511,30-12-22,2.53,30-12-22,2.51,30-12-22,2.469,30-12-22,2.488,30-12-22,2.462,30-12-22,2.487,30-12-22,2.536,30-12-22,2.619,30-12-22,2.543
31-01-23,2.731,31-01-23,2.562,31-01-23,2.372,31-01-23,2.309,31-01-23,2.273,31-01-23,2.211,31-01-23,2.214,31-01-23,2.178,31-01-23,2.2,31-01-23,2.252,31-01-23,2.336,31-01-23,2.275
28-02-23,3.159,28-02-23,3.07,28-02-23,2.869,28-02-23,2.763,28-02-23,2.675,28-02-23,2.637,28-02-23,2.607,28-02-23,2.572,28-02-23,2.571,28-02-23,2.605,28-02-23,2.709,28-02-23,2.638
31-03-23,2.946,31-03-23,2.616,31-03-23,2.42,31-03-23,2.317,31-03-23,2.27,31-03-23,2.235,31-03-23,2.226,31-03-23,2.196,31-03-23,2.212,31-03-23,2.263,31-03-23,2.409,31-03-23,2.384
28-04-23,3.037,28-04-23,2.655,28-04-23,2.431,28-04-23,2.319,28-04-23,2.261,28-04-23,2.248,28-04-23,2.234,28-04-23,2.212,28-04-23,2.237,28-04-23,2.288,28-04-23,2.445,28-04-23,2.429
31-05-23,3.109,31-05-23,2.669,31-05-23,2.429,31-05-23,2.299,31-05-23,2.221,31-05-23,2.203,31-05-23,2.194,31-05-23,2.177,31-05-23,2.2,31-05-23,2.266,31-05-23,2.456,31-05-23,2.462
30-06-23,3.523,30-06-23,3.106,30-06-23,2.82,30-06-23,2.632,30-06-23,2.521,30-06-23,2.43,30-06-23,2.379,30-06-23,2.335,30-06-23,2.331,30-06-23,2.357,30-06-23,2.454,30-06-23,2.417
31-07-23,3.533,31-07-23,3.006,31-07-23,2.746,31-07-23,2.579,31-07-23,2.496,31-07-23,2.449,31-07-23,2.435,31-07-23,2.386,31-07-23,2.398,31-07-23,2.448,31-07-23,2.598,31-07-23,2.581
31-08-23,3.472,31-08-23,2.926,31-08-23,2.664,31-08-23,2.495,31-08-23,2.431,31-08-23,2.398,31-08-23,2.395,31-08-23,2.352,31-08-23,2.373,31-08-23,2.429,31-08-23,2.581,31-08-23,2.587
29-09-23,3.591,29-09-23,3.128,29-09-23,2.885,29-09-23,2.759,29-09-23,2.713,29-09-23,2.714,29-09-23,2.726,29-09-23,2.711,29-09-23,2.75,29-09-23,2.805,29-09-23,2.978,29-09-23,3.011
31-10-23,3.561,31-10-23,2.983,31-10-23,2.735,31-10-23,2.62,31-10-23,2.599,31-10-23,2.603,31-10-23,2.642,31-10-23,2.653,31-10-23,2.713,31-10-23,2.789,31-10-23,3.021,31-10-23,3.074
30-11-23,3.36,30-11-23,2.773,30-11-23,2.496,30-11-23,2.359,30-11-23,2.328,30-11-23,2.306,30-11-23,2.328,30-11-23,2.323,30-11-23,2.373,30-11-23,2.438,30-11-23,2.652,30-11-23,2.703
29-12-23,2.986,29-12-23,2.336,29-12-23,2.047,29-12-23,1.919,29-12-23,1.905,29-12-23,1.899,29-12-23,1.905,29-12-23,1.915,29-12-23,1.969,29-12-23,2.028,29-12-23,2.231,29-12-23,2.29
31-01-24,3.08,31-01-24,2.411,31-01-24,2.155,31-01-24,2.053,31-01-24,2.013,31-01-24,2.014,31-01-24,2.023,31-01-24,2.03,31-01-24,2.069,31-01-24,2.141,31-01-24,2.363,31-01-24,2.424
29-02-24,3.384,29-02-24,2.867,29-02-24,2.595,29-02-24,2.465,29-02-24,2.394,29-02-24,2.35,29-02-24,2.329,29-02-24,2.309,29-02-24,2.333,29-02-24,2.376,29-02-24,2.533,29-02-24,2.555
29-03-24,3.295,29-03-24,2.788,29-03-24,2.48,29-03-24,2.347,29-03-24,2.28,29-03-24,2.24,29-03-24,2.217,29-03-24,2.204,29-03-24,2.225,29-03-24,2.268,29-03-24,2.427,29-03-24,2.469
30-04-24,3.392,30-04-24,3.002,30-04-24,2.742,30-04-24,2.624,30-04-24,2.565,30-04-24,2.531,30-04-24,2.508,30-04-24,2.494,30-04-24,2.512,30-04-24,2.553,30-04-24,2.687,30-04-24,2.718
31-05-24,3.375,31-05-24,3.039,31-05-24,2.796,31-05-24,2.687,31-05-24,2.635,31-05-24,2.607,31-05-24,2.582,31-05-24,2.56,31-05-24,2.576,31-05-24,2.617,31-05-24,2.77,31-05-24,2.81
28-06-24,3.157,28-06-24,2.772,28-06-24,2.55,28-06-24,2.471,28-06-24,2.424,28-06-24,2.412,28-06-24,2.39,28-06-24,2.385,28-06-24,2.423,28-06-24,2.473,28-06-24,2.649,28-06-24,2.696
31-07-24,2.952,31-07-24,2.516,31-07-24,2.28,31-07-24,2.223,31-07-24,2.2,31-07-24,2.132,31-07-24,2.14,31-07-24,2.162,31-07-24,2.215,31-07-24,2.278,31-07-24,2.464,31-07-24,2.528
30-08-24,2.792,30-08-24,2.36,30-08-24,2.16,30-08-24,2.16,30-08-24,2.154,30-08-24,2.104,30-08-24,2.114,30-08-24,2.16,30-08-24,2.203,30-08-24,2.276,30-08-24,2.495,30-08-24,2.573
30-09-24,2.435,30-09-24,2.029,30-09-24,1.863,30-09-24,1.896,30-09-24,1.922,30-09-24,1.878,30-09-24,1.919,30-09-24,1.97,30-09-24,2.051,30-09-24,2.126,30-09-24,2.377,30-09-24,2.483
31-10-24,2.418,31-10-24,2.25,31-10-24,2.139,31-10-24,2.186,31-10-24,2.226,31-10-24,2.176,31-10-24,2.21,31-10-24,2.266,31-10-24,2.332,31-10-24,2.385,31-10-24,2.591,31-10-24,2.605
29-11-24,2.222,29-11-24,1.933,29-11-24,1.828,29-11-24,1.872,29-11-24,1.893,29-11-24,1.852,29-11-24,1.907,29-11-24,1.97,29-11-24,2.043,29-11-24,2.099,29-11-24,2.302,29-11-24,2.312
31-12-24,2.189,31-12-24,2.045,31-12-24,1.982,31-12-24,2.07,31-12-24,2.112,31-12-24,2.087,31-12-24,2.152,31-12-24,2.242,31-12-24,2.323,31-12-24,2.378,31-12-24,2.577,31-12-24,2.578
31-01-25,2.13,31-01-25,2.093,31-01-25,2.094,31-01-25,2.147,31-01-25,2.203,31-01-25,2.175,31-01-25,2.239,31-01-25,2.323,31-01-25,2.386,31-01-25,2.447,31-01-25,2.685,31-01-25,2.701
28-02-25,2.013,28-02-25,2.003,28-02-25,1.983,28-02-25,2.059,28-02-25,2.123,28-02-25,2.113,28-02-25,2.194,28-02-25,2.275,28-02-25,2.344,28-02-25,2.403,28-02-25,2.642,28-02-25,2.668
31-03-25,2.002,31-03-25,1.99,31-03-25,2.092,31-03-25,2.208,31-03-25,2.306,31-03-25,2.361,31-03-25,2.475,31-03-25,2.583,31-03-25,2.669,31-03-25,2.742,31-03-25,3.006,31-03-25,3.051
