Date,YEAR_1,Date,YEAR_2,Date,YEAR_3,Date,YEAR_4,Date,YEAR_5,Date,YEAR_6,Date,YEAR_7,Date,YEAR_8,Date,YEAR_9,Date,YEAR_10,Date,YEAR_15,Date,YEAR_20
31-07-14,0.58,31-07-14,0.754,31-07-14,1.23,31-07-14,1.636,31-07-14,1.938,31-07-14,2.178,31-07-14,2.371,31-07-14,2.533,31-07-14,2.671,31-07-14,2.79,31-07-14,3.19,31-07-14,3.373
29-08-14,0.566,29-08-14,0.719,29-08-14,1.163,29-08-14,1.533,29-08-14,1.806,29-08-14,2.02,29-08-14,2.197,29-08-14,2.344,29-08-14,2.471,29-08-14,2.58,29-08-14,2.954,29-08-14,3.126
30-09-14,0.579,30-09-14,0.83,30-09-14,1.32,30-09-14,1.714,30-09-14,2,30-09-14,2.219,30-09-14,2.395,30-09-14,2.537,30-09-14,2.655,30-09-14,2.758,30-09-14,3.099,30-09-14,3.256
31-10-14,0.554,31-10-14,0.701,31-10-14,1.131,31-10-14,1.498,31-10-14,1.779,31-10-14,2,31-10-14,2.18,31-10-14,2.325,31-10-14,2.45,31-10-14,2.556,31-10-14,2.918,31-10-14,3.096
28-11-14,0.565,28-11-14,0.705,28-11-14,1.108,28-11-14,1.435,28-11-14,1.686,28-11-14,1.89,28-11-14,2.056,28-11-14,2.191,28-11-14,2.305,28-11-14,2.403,28-11-14,2.747,28-11-14,2.918
31-12-14,0.629,31-12-14,0.898,31-12-14,1.305,31-12-14,1.596,31-12-14,1.802,31-12-14,1.959,31-12-14,2.086,31-12-14,2.186,31-12-14,2.271,31-12-14,2.341,31-12-14,2.593,31-12-14,2.72
30-01-15,0.621,30-01-15,0.73,30-01-15,1.026,30-01-15,1.247,30-01-15,1.413,30-01-15,1.547,30-01-15,1.659,30-01-15,1.748,30-01-15,1.824,30-01-15,1.889,30-01-15,2.102,30-01-15,2.209
27-02-15,0.67,27-02-15,0.905,27-02-15,1.265,27-02-15,1.529,27-02-15,1.725,27-02-15,1.871,27-02-15,1.987,27-02-15,2.081,27-02-15,2.158,27-02-15,2.223,27-02-15,2.445,27-02-15,2.552
31-03-15,0.698,31-03-15,0.824,31-03-15,1.137,31-03-15,1.38,31-03-15,1.569,31-03-15,1.719,31-03-15,1.837,31-03-15,1.935,31-03-15,2.016,31-03-15,2.082,31-03-15,2.302,31-03-15,2.402
30-04-15,0.698,30-04-15,0.838,30-04-15,1.16,30-04-15,1.414,30-04-15,1.616,30-04-15,1.784,30-04-15,1.919,30-04-15,2.026,30-04-15,2.116,30-04-15,2.191,30-04-15,2.432,30-04-15,2.548
29-05-15,0.752,29-05-15,0.87,29-05-15,1.203,29-05-15,1.463,29-05-15,1.672,29-05-15,1.844,29-05-15,1.983,29-05-15,2.097,29-05-15,2.192,29-05-15,2.271,29-05-15,2.527,29-05-15,2.655
30-06-15,0.765,30-06-15,0.898,30-06-15,1.276,30-06-15,1.566,30-06-15,1.815,30-06-15,2.027,30-06-15,2.201,30-06-15,2.335,30-06-15,2.448,30-06-15,2.541,30-06-15,2.834,30-06-15,2.982
31-07-15,0.813,31-07-15,0.977,31-07-15,1.308,31-07-15,1.574,31-07-15,1.793,31-07-15,1.973,31-07-15,2.118,31-07-15,2.237,31-07-15,2.333,31-07-15,2.414,31-07-15,2.669,31-07-15,2.785
31-08-15,0.843,31-08-15,0.885,31-08-15,1.186,31-08-15,1.44,31-08-15,1.657,31-08-15,1.844,31-08-15,2.001,31-08-15,2.128,31-08-15,2.233,31-08-15,2.323,31-08-15,2.608,31-08-15,2.739
30-09-15,0.852,30-09-15,0.76,30-09-15,0.999,30-09-15,1.217,30-09-15,1.414,30-09-15,1.588,30-09-15,1.738,30-09-15,1.865,30-09-15,1.973,30-09-15,2.066,30-09-15,2.377,30-09-15,2.526
30-10-15,0.862,30-10-15,0.844,30-10-15,1.108,30-10-15,1.329,30-10-15,1.523,30-10-15,1.689,30-10-15,1.83,30-10-15,1.947,30-10-15,2.047,30-10-15,2.13,30-10-15,2.421,30-10-15,2.563
30-11-15,0.973,30-11-15,1.006,30-11-15,1.253,30-11-15,1.446,30-11-15,1.603,30-11-15,1.741,30-11-15,1.861,30-11-15,1.966,30-11-15,2.056,30-11-15,2.136,30-11-15,2.407,30-11-15,2.539
31-12-15,1.178,31-12-15,1.185,31-12-15,1.433,31-12-15,1.616,31-12-15,1.765,31-12-15,1.893,31-12-15,2.005,31-12-15,2.1,31-12-15,2.183,31-12-15,2.256,31-12-15,2.518,31-12-15,2.645
29-01-16,1.139,29-01-16,0.855,29-01-16,1.021,29-01-16,1.178,29-01-16,1.32,29-01-16,1.455,29-01-16,1.575,29-01-16,1.681,29-01-16,1.773,29-01-16,1.855,29-01-16,2.128,29-01-16,2.262
29-02-16,1.179,29-02-16,0.835,29-02-16,0.937,29-02-16,1.044,29-02-16,1.149,29-02-16,1.254,29-02-16,1.353,29-02-16,1.446,29-02-16,1.526,29-02-16,1.602,29-02-16,1.885,29-02-16,2.038
31-03-16,1.211,31-03-16,0.866,31-03-16,0.983,31-03-16,1.101,31-03-16,1.217,31-03-16,1.334,31-03-16,1.442,31-03-16,1.536,31-03-16,1.624,31-03-16,1.701,31-03-16,1.981,31-03-16,2.127
29-04-16,1.23,29-04-16,0.928,29-04-16,1.052,29-04-16,1.17,29-04-16,1.282,29-04-16,1.393,29-04-16,1.497,29-04-16,1.59,29-04-16,1.673,29-04-16,1.752,29-04-16,2.038,29-04-16,2.195
31-05-16,1.338,31-05-16,1.071,31-05-16,1.201,31-05-16,1.301,31-05-16,1.387,31-05-16,1.474,31-05-16,1.555,31-05-16,1.629,31-05-16,1.698,31-05-16,1.763,31-05-16,2.015,31-05-16,2.159
30-06-16,1.231,30-06-16,0.773,30-06-16,0.854,30-06-16,0.943,30-06-16,1.033,30-06-16,1.123,30-06-16,1.206,30-06-16,1.285,30-06-16,1.357,30-06-16,1.424,30-06-16,1.676,30-06-16,1.819
29-07-16,1.433,29-07-16,0.93,29-07-16,0.996,29-07-16,1.062,29-07-16,1.128,29-07-16,1.196,29-07-16,1.263,29-07-16,1.326,29-07-16,1.384,29-07-16,1.437,29-07-16,1.648,29-07-16,1.768
31-08-16,0.967,31-08-16,1.05,31-08-16,1.117,31-08-16,1.166,31-08-16,1.218,31-08-16,1.278,31-08-16,1.325,31-08-16,1.374,31-08-16,1.415,31-08-16,1.454,31-08-16,1.601,31-08-16,1.678
30-09-16,0.941,30-09-16,1.012,30-09-16,1.068,30-09-16,1.124,30-09-16,1.182,30-09-16,1.245,30-09-16,1.305,30-09-16,1.364,30-09-16,1.418,30-09-16,1.468,30-09-16,1.65,30-09-16,1.75
31-10-16,0.998,31-10-16,1.075,31-10-16,1.162,31-10-16,1.247,31-10-16,1.334,31-10-16,1.423,31-10-16,1.505,31-10-16,1.579,31-10-16,1.644,31-10-16,1.702,31-10-16,1.909,31-10-16,2.015
30-11-16,1.109,30-11-16,1.319,30-11-16,1.523,30-11-16,1.689,30-11-16,1.824,30-11-16,1.943,30-11-16,2.038,30-11-16,2.119,30-11-16,2.188,30-11-16,2.245,30-11-16,2.427,30-11-16,2.504
30-12-16,1.178,30-12-16,1.458,30-12-16,1.684,30-12-16,1.855,30-12-16,1.984,30-12-16,2.087,30-12-16,2.177,30-12-16,2.252,30-12-16,2.313,30-12-16,2.366,30-12-16,2.542,30-12-16,2.611
31-01-17,1.241,31-01-17,1.497,31-01-17,1.704,31-01-17,1.865,31-01-17,1.995,31-01-17,2.106,31-01-17,2.195,31-01-17,2.272,31-01-17,2.333,31-01-17,2.392,31-01-17,2.578,31-01-17,2.657
28-02-17,1.331,28-02-17,1.608,28-02-17,1.799,28-02-17,1.946,28-02-17,2.057,28-02-17,2.151,28-02-17,2.227,28-02-17,2.294,28-02-17,2.352,28-02-17,2.4,28-02-17,2.571,28-02-17,2.646
31-03-17,1.381,31-03-17,1.612,31-03-17,1.807,31-03-17,1.949,31-03-17,2.061,31-03-17,2.153,31-03-17,2.231,31-03-17,2.3,31-03-17,2.358,31-03-17,2.411,31-03-17,2.587,31-03-17,2.665
28-04-17,1.394,28-04-17,1.57,28-04-17,1.719,28-04-17,1.839,28-04-17,1.938,28-04-17,2.026,28-04-17,2.102,28-04-17,2.169,28-04-17,2.227,28-04-17,2.278,28-04-17,2.454,28-04-17,2.53
31-05-17,1.361,31-05-17,1.512,31-05-17,1.638,31-05-17,1.746,31-05-17,1.84,31-05-17,1.917,31-05-17,1.991,31-05-17,2.058,31-05-17,2.117,31-05-17,2.172,31-05-17,2.352,31-05-17,2.434
30-06-17,1.451,30-06-17,1.615,30-06-17,1.75,30-06-17,1.864,30-06-17,1.963,30-06-17,2.049,30-06-17,2.127,30-06-17,2.193,30-06-17,2.253,30-06-17,2.305,30-06-17,2.473,30-06-17,2.551
31-07-17,1.456,31-07-17,1.597,31-07-17,1.717,31-07-17,1.82,31-07-17,1.915,31-07-17,2.005,31-07-17,2.086,31-07-17,2.157,31-07-17,2.22,31-07-17,2.276,31-07-17,2.47,31-07-17,2.562
31-08-17,1.436,31-08-17,1.531,31-08-17,1.615,31-08-17,1.691,31-08-17,1.762,31-08-17,1.837,31-08-17,1.907,31-08-17,1.972,31-08-17,2.031,31-08-17,2.086,31-08-17,2.278,31-08-17,2.37
29-09-17,1.559,29-09-17,1.741,29-09-17,1.857,29-09-17,1.943,29-09-17,2.019,29-09-17,2.089,29-09-17,2.154,29-09-17,2.212,29-09-17,2.265,29-09-17,2.311,29-09-17,2.467,29-09-17,2.542
31-10-17,1.651,31-10-17,1.821,31-10-17,1.935,31-10-17,2.021,31-10-17,2.093,31-10-17,2.162,31-10-17,2.222,31-10-17,2.277,31-10-17,2.326,31-10-17,2.366,31-10-17,2.526,31-10-17,2.599
30-11-17,1.793,30-11-17,1.969,30-11-17,2.079,30-11-17,2.147,30-11-17,2.203,30-11-17,2.254,30-11-17,2.302,30-11-17,2.341,30-11-17,2.388,30-11-17,2.426,30-11-17,2.556,30-11-17,2.62
29-12-17,1.896,29-12-17,2.072,29-12-17,2.168,29-12-17,2.213,29-12-17,2.247,29-12-17,2.283,29-12-17,2.317,29-12-17,2.349,29-12-17,2.38,29-12-17,2.409,29-12-17,2.513,29-12-17,2.559
31-01-18,2.1,31-01-18,2.335,31-01-18,2.468,31-01-18,2.549,31-01-18,2.598,31-01-18,2.64,31-01-18,2.672,31-01-18,2.699,31-01-18,2.723,31-01-18,2.753,31-01-18,2.826,31-01-18,2.852
28-02-18,2.334,28-02-18,2.533,28-02-18,2.652,28-02-18,2.719,28-02-18,2.757,28-02-18,2.789,28-02-18,2.815,28-02-18,2.843,28-02-18,2.865,28-02-18,2.889,28-02-18,2.965,28-02-18,2.987
30-03-18,2.416,30-03-18,2.58,30-03-18,2.66,30-03-18,2.678,30-03-18,2.709,30-03-18,2.724,30-03-18,2.74,30-03-18,2.751,30-03-18,2.762,30-03-18,2.784,30-03-18,2.845,30-03-18,2.863
30-04-18,2.549,30-04-18,2.744,30-04-18,2.846,30-04-18,2.895,30-04-18,2.916,30-04-18,2.938,30-04-18,2.949,30-04-18,2.963,30-04-18,2.977,30-04-18,2.992,30-04-18,3.044,30-04-18,3.057
31-05-18,2.511,31-05-18,2.689,31-05-18,2.768,31-05-18,2.812,31-05-18,2.833,31-05-18,2.853,31-05-18,2.863,31-05-18,2.881,31-05-18,2.9,31-05-18,2.919,31-05-18,2.971,31-05-18,2.982
29-06-18,2.603,29-06-18,2.793,29-06-18,2.86,29-06-18,2.885,29-06-18,2.894,29-06-18,2.9,29-06-18,2.906,29-06-18,2.915,29-06-18,2.927,29-06-18,2.94,29-06-18,2.977,29-06-18,2.974
31-07-18,2.682,31-07-18,2.883,31-07-18,2.946,31-07-18,2.968,31-07-18,2.98,31-07-18,2.988,31-07-18,2.997,31-07-18,3.008,31-07-18,3.02,31-07-18,3.033,31-07-18,3.073,31-07-18,3.077
31-08-18,2.653,31-08-18,2.819,31-08-18,2.865,31-08-18,2.876,31-08-18,2.878,31-08-18,2.884,31-08-18,2.893,31-08-18,2.906,31-08-18,2.921,31-08-18,2.936,31-08-18,2.985,31-08-18,2.994
28-09-18,2.786,28-09-18,2.989,28-09-18,3.051,28-09-18,3.068,28-09-18,3.073,28-09-18,3.08,28-09-18,3.089,28-09-18,3.1,28-09-18,3.113,28-09-18,3.127,28-09-18,3.168,28-09-18,3.173
31-10-18,2.922,31-10-18,3.068,31-10-18,3.111,31-10-18,3.124,31-10-18,3.13,31-10-18,3.139,31-10-18,3.156,31-10-18,3.178,31-10-18,3.198,31-10-18,3.221,31-10-18,3.294,31-10-18,3.317
30-11-18,2.918,30-11-18,2.964,30-11-18,2.964,30-11-18,2.957,30-11-18,2.955,30-11-18,2.964,30-11-18,2.979,30-11-18,2.998,30-11-18,3.02,30-11-18,3.044,30-11-18,3.133,30-11-18,3.161
31-12-18,2.755,31-12-18,2.658,31-12-18,2.589,31-12-18,2.564,31-12-18,2.567,31-12-18,2.597,31-12-18,2.626,31-12-18,2.654,31-12-18,2.691,31-12-18,2.714,31-12-18,2.827,31-12-18,2.858
31-01-19,2.685,31-01-19,2.605,31-01-19,2.544,31-01-19,2.523,31-01-19,2.53,31-01-19,2.551,31-01-19,2.574,31-01-19,2.603,31-01-19,2.635,31-01-19,2.667,31-01-19,2.778,31-01-19,2.813
28-02-19,2.657,28-02-19,2.611,28-02-19,2.567,28-02-19,2.551,28-02-19,2.561,28-02-19,2.594,28-02-19,2.626,28-02-19,2.661,28-02-19,2.698,28-02-19,2.737,28-02-19,2.859,28-02-19,2.903
29-03-19,2.548,29-03-19,2.385,29-03-19,2.305,29-03-19,2.279,29-03-19,2.283,29-03-19,2.302,29-03-19,2.325,29-03-19,2.354,29-03-19,2.385,29-03-19,2.417,29-03-19,2.539,29-03-19,2.592
30-04-19,2.53,30-04-19,2.38,30-04-19,2.316,30-04-19,2.304,30-04-19,2.321,30-04-19,2.352,30-04-19,2.388,30-04-19,2.423,30-04-19,2.462,30-04-19,2.501,30-04-19,2.639,30-04-19,2.701
31-05-19,2.248,31-05-19,1.981,31-05-19,1.903,31-05-19,1.895,31-05-19,1.916,31-05-19,1.945,31-05-19,1.979,31-05-19,2.016,31-05-19,2.056,31-05-19,2.094,31-05-19,2.233,31-05-19,2.296
28-06-19,2.005,28-06-19,1.807,28-06-19,1.744,28-06-19,1.74,28-06-19,1.765,28-06-19,1.803,28-06-19,1.845,28-06-19,1.889,28-06-19,1.933,28-06-19,1.976,28-06-19,2.134,28-06-19,2.21
31-07-19,1.91364,31-07-19,1.70286,31-07-19,1.61329,31-07-19,1.58194,31-07-19,1.57175,31-07-19,1.58597,31-07-19,1.59975,31-07-19,1.62993,31-07-19,1.65919,31-07-19,1.6872,31-07-19,1.81952,31-07-19,1.8762
30-08-19,1.53246,30-08-19,1.27961,30-08-19,1.16354,30-08-19,1.10296,30-08-19,1.07418,30-08-19,1.07557,30-08-19,1.07704,30-08-19,1.0973,30-08-19,1.11709,30-08-19,1.13635,30-08-19,1.2123,30-08-19,1.25858
30-09-19,1.56451,30-09-19,1.40657,30-09-19,1.32406,30-09-19,1.29331,30-09-19,1.27672,30-09-19,1.27651,30-09-19,1.27632,30-09-19,1.29903,30-09-19,1.32111,30-09-19,1.34256,30-09-19,1.41438,30-09-19,1.45892
31-10-19,1.41112,31-10-19,1.31105,31-10-19,1.26132,31-10-19,1.24648,31-10-19,1.24672,31-10-19,1.26214,31-10-19,1.27719,31-10-19,1.30625,31-10-19,1.33473,31-10-19,1.36201,31-10-19,1.47072,31-10-19,1.52492
29-11-19,1.50474,29-11-19,1.39218,29-11-19,1.34799,29-11-19,1.35032,29-11-19,1.36177,29-11-19,1.37691,29-11-19,1.39155,29-11-19,1.41809,29-11-19,1.444,29-11-19,1.46882,29-11-19,1.5663,29-11-19,1.61763
31-12-19,1.51376,31-12-19,1.47637,31-12-19,1.46955,31-12-19,1.48531,31-12-19,1.50718,31-12-19,1.54004,31-12-19,1.57158,31-12-19,1.6044,31-12-19,1.63616,31-12-19,1.66659,31-12-19,1.77958,31-12-19,1.82494
31-01-20,1.35265,31-01-20,1.17439,31-01-20,1.11708,31-01-20,1.09913,31-01-20,1.10222,31-01-20,1.12598,31-01-20,1.14306,31-01-20,1.17781,31-01-20,1.20521,31-01-20,1.22695,31-01-20,1.34525,31-01-20,1.40824
28-02-20,0.8633,28-02-20,0.75497,28-02-20,0.72936,28-02-20,0.72736,28-02-20,0.74897,28-02-20,0.77441,28-02-20,0.79263,28-02-20,0.82648,28-02-20,0.85297,28-02-20,0.87399,28-02-20,0.98141,28-02-20,1.03867
31-03-20,0.06345,31-03-20,0.09605,31-03-20,0.13006,31-03-20,0.18638,31-03-20,0.23712,31-03-20,0.29742,31-03-20,0.34064,31-03-20,0.38786,31-03-20,0.42443,31-03-20,0.4538,31-03-20,0.54982,31-03-20,0.58986
30-04-20,0.03234,30-04-20,0.0472,30-04-20,0.06822,30-04-20,0.10608,30-04-20,0.15726,30-04-20,0.22033,30-04-20,0.2657,30-04-20,0.31761,30-04-20,0.35798,30-04-20,0.39044,30-04-20,0.50171,30-04-20,0.55402
29-05-20,0.05217,29-05-20,0.01733,29-05-20,0.02695,29-05-20,0.05771,29-05-20,0.1097,29-05-20,0.18118,29-05-20,0.23246,29-05-20,0.29704,29-05-20,0.34752,29-05-20,0.38759,29-05-20,0.5461,29-05-20,0.62605
30-06-20,0.03011,30-06-20,0.00014,30-06-20,-0.0055,30-06-20,0.02792,30-06-20,0.08012,30-06-20,0.15963,30-06-20,0.21699,30-06-20,0.28549,30-06-20,0.33866,30-06-20,0.38135,30-06-20,0.54164,30-06-20,0.61699
31-07-20,0.03403,31-07-20,-0.00843,31-07-20,-0.03014,31-07-20,-0.01493,31-07-20,0.02052,31-07-20,0.08331,31-07-20,0.12836,31-07-20,0.18659,31-07-20,0.23211,31-07-20,0.26824,31-07-20,0.40903,31-07-20,0.47413
31-08-20,0.05022,31-08-20,0.02995,31-08-20,0.0325,31-08-20,0.06065,31-08-20,0.11729,31-08-20,0.20668,31-08-20,0.27083,31-08-20,0.36076,31-08-20,0.43024,31-08-20,0.48592,31-08-20,0.69432,31-08-20,0.79675
30-09-20,0.0582,30-09-20,0.0326,30-09-20,0.0363,30-09-20,0.07254,30-09-20,0.1294,30-09-20,0.20113,30-09-20,0.27444,30-09-20,0.35431,30-09-20,0.41349,30-09-20,0.47917,30-09-20,0.70019,30-09-20,0.81489
30-10-20,0.06892,30-10-20,0.0564,30-10-20,0.07983,30-10-20,0.14245,30-10-20,0.22988,30-10-20,0.33083,30-10-20,0.4279,30-10-20,0.51624,30-10-20,0.59777,30-10-20,0.66887,30-10-20,0.90637,30-10-20,1.02235
30-11-20,0.07019,30-11-20,0.07449,30-11-20,0.10121,30-11-20,0.161,30-11-20,0.23943,30-11-20,0.32851,30-11-20,0.41444,30-11-20,0.49875,30-11-20,0.57571,30-11-20,0.64383,30-11-20,0.874,30-11-20,0.97956
31-12-20,0.0597,31-12-20,0.06284,31-12-20,0.09225,31-12-20,0.15569,31-12-20,0.24778,31-12-20,0.35346,31-12-20,0.45861,31-12-20,0.5563,31-12-20,0.6415,31-12-20,0.7228,31-12-20,0.98917,31-12-20,1.11366
29-01-21,0.04764,29-01-21,0.05818,29-01-21,0.10377,29-01-21,0.20219,29-01-21,0.32827,29-01-21,0.46835,29-01-21,0.59914,29-01-21,0.71495,29-01-21,0.81934,29-01-21,0.90365,29-01-21,1.1864,29-01-21,1.30952
26-02-21,0.06284,26-02-21,0.09852,26-02-21,0.24779,26-02-21,0.44394,26-02-21,0.63286,26-02-21,0.80728,26-02-21,0.9562,26-02-21,1.08018,26-02-21,1.18603,26-02-21,1.26804,26-02-21,1.53258,26-02-21,1.62523
31-03-21,0.04283,31-03-21,0.11657,31-03-21,0.31223,31-03-21,0.57893,31-03-21,0.83512,31-03-21,1.0531,31-03-21,1.22701,31-03-21,1.36371,31-03-21,1.47733,31-03-21,1.56913,31-03-21,1.84567,31-03-21,1.94556
30-04-21,0.05154,30-04-21,0.11596,30-04-21,0.28529,30-04-21,0.51474,30-04-21,0.73251,30-04-21,0.92599,30-04-21,1.09104,30-04-21,1.22111,30-04-21,1.32787,30-04-21,1.41439,30-04-21,1.68026,30-04-21,1.78441
31-05-21,0.03447,31-05-21,0.09803,31-05-21,0.26813,31-05-21,0.47973,31-05-21,0.69022,31-05-21,0.87629,31-05-21,1.0373,31-05-21,1.17146,31-05-21,1.27927,31-05-21,1.36199,31-05-21,1.62132,31-05-21,1.74834
30-06-21,0.06304,30-06-21,0.19157,30-06-21,0.39949,30-06-21,0.59834,30-06-21,0.75945,30-06-21,0.8957,30-06-21,1.00314,30-06-21,1.09005,30-06-21,1.15972,30-06-21,1.22139,30-06-21,1.41989,30-06-21,1.51332
30-07-21,0.05372,30-07-21,0.14191,30-07-21,0.29616,30-07-21,0.4493,30-07-21,0.57824,30-07-21,0.69482,30-07-21,0.79862,30-07-21,0.8854,30-07-21,0.96097,30-07-21,1.02695,30-07-21,1.25788,30-07-21,1.37166
31-08-21,0.05707,31-08-21,0.17302,31-08-21,0.3535,31-08-21,0.52024,31-08-21,0.66134,31-08-21,0.78317,31-08-21,0.88603,31-08-21,0.97094,31-08-21,1.0412,31-08-21,1.10175,31-08-21,1.30471,31-08-21,1.39915
30-09-21,0.07053,30-09-21,0.23948,30-09-21,0.46618,30-09-21,0.67416,30-09-21,0.84182,30-09-21,0.97384,30-09-21,1.07773,30-09-21,1.15881,30-09-21,1.22545,30-09-21,1.28242,30-09-21,1.46789,30-09-21,1.5479
29-10-21,0.17516,29-10-21,0.51725,29-10-21,0.76173,29-10-21,0.90683,29-10-21,1.00825,29-10-21,1.10109,29-10-21,1.17812,29-10-21,1.23779,29-10-21,1.28509,29-10-21,1.32634,29-10-21,1.44846,29-10-21,1.49769
30-11-21,0.22415,30-11-21,0.58336,30-11-21,0.83665,30-11-21,0.96441,30-11-21,1.04252,30-11-21,1.11267,30-11-21,1.16934,30-11-21,1.21178,30-11-21,1.24422,30-11-21,1.27481,30-11-21,1.38027,30-11-21,1.42217
31-12-21,0.395,31-12-21,0.74127,31-12-21,0.95953,31-12-21,1.0604,31-12-21,1.13483,31-12-21,1.18691,31-12-21,1.23389,31-12-21,1.27264,31-12-21,1.30466,31-12-21,1.33952,31-12-21,1.45543,31-12-21,1.51126
31-01-22,0.7733,31-01-22,1.1687,31-01-22,1.33565,31-01-22,1.41173,31-01-22,1.46054,31-01-22,1.50277,31-01-22,1.5361,31-01-22,1.56258,31-01-22,1.58449,31-01-22,1.60662,31-01-22,1.7004,31-01-22,1.73234
28-02-22,0.9225,28-02-22,1.36316,28-02-22,1.49652,28-02-22,1.5389,28-02-22,1.56412,28-02-22,1.58509,28-02-22,1.60601,28-02-22,1.62579,28-02-22,1.64302,28-02-22,1.66279,28-02-22,1.73806,28-02-22,1.75978
31-03-22,1.67473,31-03-22,2.27905,31-03-22,2.37871,31-03-22,2.32397,31-03-22,2.24749,31-03-22,2.20149,31-03-22,2.17283,31-03-22,2.15168,31-03-22,2.13407,31-03-22,2.12669,31-03-22,2.12141,31-03-22,2.10045
29-04-22,2.23711,29-04-22,2.73796,29-04-22,2.80645,29-04-22,2.78809,29-04-22,2.76123,29-04-22,2.74669,29-04-22,2.73829,29-04-22,2.73348,29-04-22,2.73046,29-04-22,2.73294,29-04-22,2.73468,29-04-22,2.67877
31-05-22,2.32522,31-05-22,2.60802,31-05-22,2.61243,31-05-22,2.59502,31-05-22,2.58553,31-05-22,2.59098,31-05-22,2.60023,31-05-22,2.61246,31-05-22,2.62865,31-05-22,2.65231,31-05-22,2.7374,31-05-22,2.71975
30-06-22,2.9855,30-06-22,2.97938,30-06-22,2.85053,30-06-22,2.79919,30-06-22,2.78517,30-06-22,2.77856,30-06-22,2.77426,30-06-22,2.7764,30-06-22,2.78761,30-06-22,2.80863,30-06-22,2.90002,30-06-22,2.8724
29-07-22,3.03811,29-07-22,2.84195,29-07-22,2.61953,29-07-22,2.48047,29-07-22,2.41392,29-07-22,2.39104,29-07-22,2.38847,29-07-22,2.39556,29-07-22,2.4121,29-07-22,2.43822,29-07-22,2.57735,29-07-22,2.59633
31-08-22,3.63666,31-08-22,3.55804,31-08-22,3.3617,31-08-22,3.22415,31-08-22,3.12814,31-08-22,3.0662,31-08-22,3.02188,31-08-22,2.99398,31-08-22,2.97951,31-08-22,2.97658,31-08-22,2.99364,31-08-22,2.92455
30-09-22,4.24387,30-09-22,4.21528,30-09-22,4.03147,30-09-22,3.90508,30-09-22,3.81518,30-09-22,3.73913,30-09-22,3.67314,30-09-22,3.61589,30-09-22,3.57236,30-09-22,3.54128,30-09-22,3.45971,30-09-22,3.31024
31-10-22,4.71533,31-10-22,4.51039,31-10-22,4.24018,31-10-22,4.06636,31-10-22,3.95592,31-10-22,3.88353,31-10-22,3.82678,31-10-22,3.78763,31-10-22,3.76261,31-10-22,3.75123,31-10-22,3.72833,31-10-22,3.6274
30-11-22,4.75536,30-11-22,4.28692,30-11-22,3.83647,30-11-22,3.58751,30-11-22,3.44187,30-11-22,3.35755,30-11-22,3.29947,30-11-22,3.26204,30-11-22,3.24431,30-11-22,3.23842,30-11-22,3.26272,30-11-22,3.20543
30-12-22,4.8447,30-12-22,4.40638,30-12-22,4.02676,30-12-22,3.81791,30-12-22,3.70053,30-12-22,3.62773,30-12-22,3.57881,30-12-22,3.54272,30-12-22,3.52278,30-12-22,3.5143,30-12-22,3.49412,30-12-22,3.40852
31-01-23,4.79397,31-01-23,4.18517,31-01-23,3.735,31-01-23,3.49606,31-01-23,3.36008,31-01-23,3.27925,31-01-23,3.2264,31-01-23,3.19369,31-01-23,3.17756,31-01-23,3.17061,31-01-23,3.17781,31-01-23,3.13633
28-02-23,5.2669,28-02-23,4.8606,28-02-23,4.41435,28-02-23,4.12537,28-02-23,3.93207,28-02-23,3.81153,28-02-23,3.7255,28-02-23,3.66193,28-02-23,3.6195,28-02-23,3.58796,28-02-23,3.52444,28-02-23,3.42166
31-03-23,4.67974,31-03-23,4.03155,31-03-23,3.64582,31-03-23,3.43179,31-03-23,3.30694,31-03-23,3.23475,31-03-23,3.18845,31-03-23,3.15905,31-03-23,3.14797,31-03-23,3.14367,31-03-23,3.15524,31-03-23,3.10265
28-04-23,4.7511,28-04-23,3.98532,28-04-23,3.57914,28-04-23,3.36868,28-04-23,3.25405,28-04-23,3.19014,28-04-23,3.15067,28-04-23,3.12781,28-04-23,3.12163,28-04-23,3.12135,28-04-23,3.15777,28-04-23,3.1314
31-05-23,5.00364,31-05-23,4.25602,31-05-23,3.835,31-05-23,3.61873,31-05-23,3.50154,31-05-23,3.43405,31-05-23,3.38911,31-05-23,3.3653,31-05-23,3.35336,31-05-23,3.34896,31-05-23,3.37156,31-05-23,3.32949
30-06-23,5.30674,30-06-23,4.7645,30-06-23,4.34,30-06-23,4.06137,30-06-23,3.87938,30-06-23,3.75649,30-06-23,3.66465,30-06-23,3.59906,30-06-23,3.55362,30-06-23,3.51907,30-06-23,3.45283,30-06-23,3.37223
31-07-23,5.30634,31-07-23,4.74223,31-07-23,4.32735,31-07-23,4.06903,31-07-23,3.91139,31-07-23,3.8137,31-07-23,3.74405,31-07-23,3.6949,31-07-23,3.66272,31-07-23,3.63922,31-07-23,3.60043,31-07-23,3.52528
31-08-23,5.29622,31-08-23,4.71661,31-08-23,4.32996,31-08-23,4.10856,31-08-23,3.97852,31-08-23,3.89982,31-08-23,3.84578,31-08-23,3.80935,31-08-23,3.78762,31-08-23,3.77348,31-08-23,3.76787,31-08-23,3.7051
