Date,YEAR_1,Date,YEAR_2,Date,YEAR_3,Date,YEAR_4,Date,YEAR_5,Date,YEAR_6,Date,YEAR_7,Date,YEAR_8,Date,YEAR_9,Date,YEAR_10,Date,YEAR_15,Date,YEAR_20
29-09-23,5.36679,29-09-23,4.9104,29-09-23,4.58082,29-09-23,4.40571,29-09-23,4.31684,29-09-23,4.26885,29-09-23,4.23772,29-09-23,4.21957,29-09-23,4.21186,29-09-23,4.20912,29-09-23,4.22085,29-09-23,4.16091
31-10-23,5.33178,31-10-23,4.90817,31-10-23,4.65975,31-10-23,4.55163,31-10-23,4.51078,31-10-23,4.49877,31-10-23,4.49653,31-10-23,4.50051,31-10-23,4.50901,31-10-23,4.52049,31-10-23,4.57419,31-10-23,4.5232
30-11-23,5.05134,30-11-23,4.46589,30-11-23,4.15976,30-11-23,4.01173,30-11-23,3.94033,30-11-23,3.91159,30-11-23,3.90162,30-11-23,3.90236,30-11-23,3.91103,30-11-23,3.92287,30-11-23,3.98786,30-11-23,3.96159
29-12-23,4.72906,29-12-23,4.04339,29-12-23,3.72064,29-12-23,3.57072,29-12-23,3.49864,29-12-23,3.46604,29-12-23,3.44892,29-12-23,3.44264,29-12-23,3.44426,29-12-23,3.44961,29-12-23,3.49014,29-12-23,3.46358
31-01-24,4.69162,31-01-24,4.03776,31-01-24,3.74522,31-01-24,3.61114,31-01-24,3.54574,31-01-24,3.51964,31-01-24,3.50905,31-01-24,3.5085,31-01-24,3.51433,31-01-24,3.52418,31-01-24,3.59618,31-01-24,3.59003
29-02-24,4.99923,29-02-24,4.47871,29-02-24,4.19722,29-02-24,4.04151,29-02-24,3.94999,29-02-24,3.89827,29-02-24,3.86631,29-02-24,3.8461,29-02-24,3.83554,29-02-24,3.83008,29-02-24,3.84074,29-02-24,3.79574
29-03-24,4.99328,29-03-24,4.5031,29-03-24,4.20827,29-03-24,4.0399,29-03-24,3.93636,29-03-24,3.87738,29-03-24,3.83956,29-03-24,3.81459,29-03-24,3.79979,29-03-24,3.79232,29-03-24,3.79998,29-03-24,3.76029
30-04-24,5.22062,30-04-24,4.91064,30-04-24,4.68074,30-04-24,4.52401,30-04-24,4.42111,30-04-24,4.35783,30-04-24,4.31343,30-04-24,4.2819,30-04-24,4.26095,30-04-24,4.24599,30-04-24,4.23082,30-04-24,4.16766
31-05-24,5.12516,31-05-24,4.7298,31-05-24,4.46808,31-05-24,4.30956,31-05-24,4.21248,31-05-24,4.15611,31-05-24,4.11985,31-05-24,4.09674,31-05-24,4.08361,31-05-24,4.07624,31-05-24,4.08107,31-05-24,4.03706
28-06-24,5.00688,28-06-24,4.56418,28-06-24,4.30388,28-06-24,4.14658,28-06-24,4.05273,28-06-24,4.00085,28-06-24,3.96859,28-06-24,3.94867,28-06-24,3.93807,28-06-24,3.93298,28-06-24,3.94283,28-06-24,3.90065
31-07-24,4.63387,31-07-24,4.07512,31-07-24,3.8108,31-07-24,3.67089,31-07-24,3.60038,31-07-24,3.57153,31-07-24,3.56066,31-07-24,3.56063,31-07-24,3.56681,31-07-24,3.57752,31-07-24,3.64513,31-07-24,3.63978
30-08-24,4.22415,30-08-24,3.70426,30-08-24,3.50276,30-08-24,3.41452,30-08-24,3.38041,30-08-24,3.3746,30-08-24,3.38054,30-08-24,3.39209,30-08-24,3.40819,30-08-24,3.42638,30-08-24,3.51379,30-08-24,3.51827
30-09-24,3.84688,30-09-24,3.42959,30-09-24,3.29981,30-09-24,3.24871,30-09-24,3.23186,30-09-24,3.2363,30-09-24,3.24841,30-09-24,3.26682,30-09-24,3.28773,30-09-24,3.31048,30-09-24,3.41605,30-09-24,3.43446
31-10-24,4.17098,31-10-24,3.92413,31-10-24,3.83908,31-10-24,3.7924,31-10-24,3.76615,31-10-24,3.75288,31-10-24,3.74575,31-10-24,3.74419,31-10-24,3.74686,31-10-24,3.75284,31-10-24,3.80253,31-10-24,3.783
29-11-24,4.21271,29-11-24,3.97615,29-11-24,3.85336,29-11-24,3.76827,29-11-24,3.71394,29-11-24,3.68764,29-11-24,3.67738,29-11-24,3.67026,29-11-24,3.67277,29-11-24,3.68108,29-11-24,3.73304,29-11-24,3.71558
31-12-24,4.15077,31-12-24,4.05102,31-12-24,4.02746,31-12-24,4.0142,31-12-24,4.01133,31-12-24,4.01694,31-12-24,4.02308,31-12-24,4.03023,31-12-24,4.03822,31-12-24,4.04812,31-12-24,4.10508,31-12-24,4.07804
31-01-25,4.14237,31-01-25,4.02478,31-01-25,3.99991,31-01-25,4.00063,31-01-25,4.00799,31-01-25,4.01858,31-01-25,4.02946,31-01-25,4.03993,31-01-25,4.05137,31-01-25,4.06465,31-01-25,4.12863,31-01-25,4.11421
28-02-25,4.03251,28-02-25,3.81768,28-02-25,3.7427,28-02-25,3.7188,28-02-25,3.71448,28-02-25,3.72111,28-02-25,3.73157,28-02-25,3.7443,28-02-25,3.75879,28-02-25,3.77546,28-02-25,3.85722,28-02-25,3.86267
31-03-25,3.95183,31-03-25,3.69774,31-03-25,3.6255,31-03-25,3.61521,31-03-25,3.62691,31-03-25,3.65049,31-03-25,3.67651,31-03-25,3.70183,31-03-25,3.72787,31-03-25,3.755,31-03-25,3.87614,31-03-25,3.90849
